dataset,split,id,representative,primary,group_sha256
arc,fit,Mercury_7212730,Mercury_7212730,True,d4b7ece67d7467c67e84adc03a97b6a6db71aae66cfeccbb6a9cb1be01200d6d
arc,fit,Mercury_7222058,Mercury_7222058,True,6e47d9acaa1b2ee8e1c9a75a26c7b19249a0c25104176dea68fbbd1ac998466e
arc,fit,ACTAAP_2012_7_4,ACTAAP_2012_7_4,True,90bfc97038fa195835a69d09b230017e99674790cc6f273bdeb56b58dd246987
arc,fit,Mercury_7120803,Mercury_7120803,True,3505192605502f12348961df9ec8549741e0250718b4e2a6ff801cdf60ac4993
arc,fit,NYSEDREGENTS_2005_8_1,NYSEDREGENTS_2005_8_1,True,b16d9cac28fbd3884c23ed6d221afc48fc3ab1e5b6065baf1f051364b2775bec
arc,fit,MCAS_2006_9_5-v1,MCAS_2006_9_5-v1,True,275ae7096d3c660775249bf88d7690ca0aa40b246fbf3510e3eb5637ffc04055
arc,fit,Mercury_417139,Mercury_417139,True,e46e684bf5c9eff268c7152b472dc311099956019edf29eb222ae8fb732c0ede
arc,fit,Mercury_7210000,Mercury_7210000,True,4fa74c29760ee18d0062f342520238d906faad10fadac8b7e3947e3a1c2441dc
arc,fit,Mercury_405467,Mercury_405467,True,9fbde7173ff222f0864fa881ed4bf957cc7ec88c882dd2728aaa84a0c760489b
arc,fit,Mercury_7201688,Mercury_7201688,True,012e261c29b0623294e289fdc501aea9e4a296e68ee72de928cc032a4f6673cc
arc,fit,Mercury_7085243,Mercury_7085243,True,788be4c65a43b0968570da9a28f38a0e94cbe2b29e46736a0f9e92160b8a28ca
arc,fit,TAKS_2009_8_45,TAKS_2009_8_45,True,d4bbb1eeee947ecf6338ddc068d42dbb1beecb58c9259c639334060dccbe2328
arc,fit,Mercury_SC_402047,Mercury_SC_402047,True,96adf54a60a1101b0b8d36b8bb743952ad1e007dab60342a5fcc0962dcb371d7
arc,fit,CSZ30494,CSZ30494,True,8d10e172dd7ce7cb1d22d225e3acb4792f02c738c912c0d172b7a851457d1488
arc,fit,Mercury_SC_415079,Mercury_SC_415079,True,95578660e656ae6487417a2bbb1a9bada901bc7fe518282a5b0b005845fa8629
arc,fit,Mercury_7267960,Mercury_7267960,True,68746e846da7aee62ac015fcf7a5650f1ebe4ff5d53a092adbaa21cc6a34ef1d
arc,fit,Mercury_7086153,Mercury_7086153,True,f946619b9dc748ef0c331ec90ef253b6433732632db14ece7d77f0ef1cced079
arc,fit,Mercury_7101535,Mercury_7101535,True,7b3e0f1c8bdc13bc87ed549eec22ff721cd531587027f163cad628d44f1dded1
arc,fit,Mercury_7160983,Mercury_7160983,True,2cfd435eb303857e689fbb26bf3b9d209ffdf4aa7c911f4666854363cb8e1486
arc,fit,Mercury_7041633,Mercury_7041633,True,acf597d5eb941e65239e470d6468207ac48a2292149620039e7949658a666a1f
arc,fit,Mercury_7219643,Mercury_7219643,True,03769ecb2503dc0a33aa3d8dbbe09d66fe9d2cc73b34ef069f3ac91543723b8c
arc,fit,MSA_2013_5_36,MSA_2013_5_36,True,f72c55779794560c9412d09d47a71240daad69fe85a5872cff14c921cea0c3df
arc,fit,Mercury_SC_405647,Mercury_SC_405647,True,5d0bb4784b4c4b105025b62b97b4953450ca3c1fb1b761bf27c03a33db304e47
arc,fit,Mercury_7038430,Mercury_7038430,True,d3acbf5fd421841902f94d8281b4d5fc1ff5982df1df5f82db51c5f5ef90dd89
arc,fit,Mercury_SC_414079,Mercury_SC_414079,True,d7a6108b9fa8edec04a0a9a7b06bd4bed92f7654e8fadb5b0368684b50e0db0f
arc,fit,MCAS_2009_8_3,MCAS_2009_8_3,True,9266f63e1aa62bc812496f4200d10fb09f1db63797f38f35acdbbe04386b3a7e
arc,fit,ACTAAP_2010_5_14,ACTAAP_2010_5_14,True,83172224ab18f79cb829caa450076ea54f248958505dde91153693ad35feb707
arc,fit,Mercury_7024483,Mercury_7024483,True,0d9d53861bebb1b7813a92edab378cfbb5cd808a1355a15f0de5e7f303454e7d
arc,fit,Mercury_7001610,Mercury_7001610,True,07ef841ad6e7655a0cbcc3a80d21db07423f010b866c78e56d90119a80ffb470
arc,fit,Mercury_SC_400123,Mercury_SC_400123,True,8f077f1968d4c48722945610b58ae954e3507fb765219571058d86044c857bec
arc,fit,Mercury_SC_405796,Mercury_SC_405796,True,ac8be913132dcad0a6d9358ed28f384e8b1be43556377db9ec16fe357f1b50b4
arc,fit,Mercury_SC_408664,Mercury_SC_408664,True,f2e1bb5df5e1cbe0b50d3f94139125260d82e617f5206d90caa572b89aa82a6d
arc,fit,MSA_2012_8_8,MSA_2012_8_8,True,6b5b3b00dae7c2b2decf415b7b38f29ce40551601a6a83d1f0f7c31e35a0959d
arc,fit,ACTAAP_2008_5_7,ACTAAP_2008_5_7,True,01cb4fcf62bad68725f03b4a51899cc23c0877312d867273838361e6ed0953f1
arc,fit,MEA_2016_8_14,MEA_2016_8_14,True,113a1d3cb076cb5e407934011defc0e3c28b3afd7dc45929b15178d704a135ef
arc,fit,Mercury_SC_401199,Mercury_SC_401199,True,35f4c4992ff51e13cdb8e0cf2c7e290bcdccc578d55697b4c38012c1fbaa7358
arc,fit,Mercury_7128380,Mercury_7128380,True,b7da17423f517b9c7a5c888892d20d7ca5a76b14da63a8cf980b6ba24a5d3cae
arc,fit,Mercury_7094238,Mercury_7094238,True,aacede0222caee4041683dbd996671d4ecdc6051e7be8a066d36fc32c4d70245
arc,fit,MEA_2014_5_7,MEA_2014_5_7,True,c3663431b84adab7c8774500d6fc5b3b729e2b5bead975bf6fdf5a6e2579dfa2
arc,fit,Mercury_7222373,Mercury_7222373,True,d7fa57299c87c3408a7166285a35829184b5fc904b6adc66b99c4125a051a64f
arc,fit,Mercury_400308,Mercury_400308,True,59c4c98ddb909d640c37414f5f85c7b8ddf49e032ad93921c23421b5cf4236d5
arc,fit,MSA_2013_5_33,MSA_2013_5_33,True,b379e5e3eb990485725237a27ac75f04d77da26f6cc210f6dc60e9530af2af09
arc,fit,VASoL_2009_3_36,VASoL_2009_3_36,True,13f3911d1d11262b564e8af9acfbfd8f9eeaba6918e22905fae6b8abcbb48f76
arc,fit,Mercury_7057715,Mercury_7057715,True,105604895a0d170d1db8c377dc6c8df5e291c68fb0b8f228c0b7c200afe406cc
arc,fit,Mercury_7068845,Mercury_7068845,True,0961f1551dc7c0c6d2eedb497193a6aebc26a0bd1e66d8c162d9f50f0f92c3cd
arc,fit,Mercury_412527,Mercury_412527,True,93eab8bcb9b3b51a7372241c3c6e6ac375ae9db55ebde31f1284d0f3d5d36711
arc,fit,LEAP_2001_8_10381,LEAP_2001_8_10381,True,f48e815186181c247cd12e0d2ca264c3b4c986f601e1361624ac137d431fa6ec
arc,fit,TIMSS_1995_8_N3,TIMSS_1995_8_N3,True,9cde37a7d6b70df25f88e5d78529661e51507f830628bb71e4028d29a589f6ef
arc,fit,MCAS_2011_5_17,MCAS_2011_5_17,True,4a3614e2e48c2f86b565a69340786fe1c9f904cdccc0f0308e4ea0f4ae05a386
arc,fit,MCAS_2004_9_1,MCAS_2004_9_1,True,a5f70a002fd1e729b47d12595811de8f5f6e4b2501980690c38b987662cc09a8
arc,fit,Mercury_SC_LBS10674,Mercury_SC_LBS10674,True,2481443547e2f65ce70de2d2a25a657d3de4e7193ade4a43c07d16b85d9ac150
arc,fit,Mercury_SC_416424,Mercury_SC_416424,True,960ad6b1cb1adeec4e18fac845d489990693ead473091a1d88bb4cf4a78b10f3
arc,fit,Mercury_7027143,Mercury_7027143,True,937cf690104e96e656c8327ba69c546deac0fb63ef9fbf90f62166bdabf80d02
arc,fit,Mercury_177660,Mercury_177660,True,30b3a6f69a82a55d8d4582a47c25405dd13730f316dba22b497993c3fcfecf0c
arc,fit,Mercury_7013283,Mercury_7013283,True,fe1e811d23b50c6eb6e465a01dbb0267f7c66e02189ebf8669b8f327881a8283
arc,fit,Mercury_7141295,Mercury_7141295,True,921edce63557c7ce2f0f6f964efdf402d3dfb2a38194a38f3d802dc33301204a
arc,fit,LEAP__7_10338,LEAP__7_10338,True,6f08deb68d987af066e0c89a64dee6837588cc58b8ba4138d18471b9f4185bd1
arc,fit,CSZ_2007_5_CSZ10068,CSZ_2007_5_CSZ10068,True,dc6edc7e2b75aaf4d5b3918832b567c4945d8ed0bcf31c8cc96b452b4befc914
arc,fit,Mercury_SC_415349,Mercury_SC_415349,True,f18a2d53b68f6da6bbfa5119dbbacca75de8b6a0e5bdbf3fd011c9e8bc9e92b5
arc,fit,Mercury_7166618,Mercury_7166618,True,a7e7d320b9f5e8062c11f4300c98cf82e25c8fd4a87e4d3e46a501da7318a040
arc,fit,ACTAAP_2014_7_7,ACTAAP_2014_7_7,True,8fd9462ae8f8ea3060bed92c2aa0894a27d222b2941b0560cb997cb1f1ef9003
arc,fit,Mercury_SC_415477,Mercury_SC_415477,True,6d808d0613d99984b4ffa7e3853f63069d3e5b6d683bf720fb6f6ff3385264a9
arc,fit,Mercury_7026338,Mercury_7026338,True,23bd811e1a80f2443e967f8f9f687192c89d510c18eedcfba66b0200b36e2d27
arc,fit,MDSA_2008_5_30,MDSA_2008_5_30,True,a39c89c64fcaaa1788552bb8bec143b0a2d6d800fa84898dcf08346f03e26712
arc,fit,Mercury_7175718,Mercury_7175718,True,58a2654902763617e3e6374aeceab85625d1a4cb3901ff4939de0d987e008fe5
arc,fit,Mercury_7106400,Mercury_7106400,True,306e656522dec27f4388a3efc056062914550b0b4dc42e74a5e1d3d6985120ab
arc,fit,Mercury_7188913,Mercury_7188913,True,e93db1f57e59f56624c16a0d4d4a993a9b4a57c95e14f1eb93611bd6527d96a3
arc,fit,Mercury_7016625,Mercury_7016625,True,bc2c182aec5488d94193fa1c4583400121b583bccb00f060ac982a97b9b9d24d
arc,fit,CSZ30564,CSZ30564,True,f37d2b56893b1ee68ed87c32fe835f6a62fc8d92be53a5a3513e50559ff28dcf
arc,fit,Mercury_416582,Mercury_416582,True,90e39553c53bd1b836369699d7a698223dcfb6e3358a4bf941304e03e76b4277
arc,fit,Mercury_7214673,Mercury_7214673,True,fd6342dd15c1d5a19097d878f42a387de0f03a9759c74885608c15c0cd2bc232
arc,fit,Mercury_7197225,Mercury_7197225,True,08476c41bb155d43a63f703f08c49b89c4a7d875db080e8da5acceb3c9deea4a
arc,fit,MCAS_2006_9_31,MCAS_2006_9_31,True,c582b00e5c92849bfd04d9b4858326093a69a18a3321f37da6f13735f1b6c69a
arc,fit,Mercury_7187775,Mercury_7187775,True,e3e7cae8b44be577712b09d71306d617fd803501e52e563dcf24676e6f719a05
arc,fit,Mercury_SC_400156,Mercury_SC_400156,True,46323ba538826d3302690b7aa731da619b543202c450209f1955f35dbca26bd1
arc,fit,Mercury_7154648,Mercury_7154648,True,f136a09399334c5ad80cd86b66386b18cbddf431cf1983a708d005c8eb4301bb
arc,fit,VASoL_2009_3_10,VASoL_2009_3_10,True,933e83d8774a5c16d5d1ad6b97b58c3ec507cfaeb92044f905464e0aa2929f34
arc,fit,Mercury_7185395,Mercury_7185395,True,585983a5b6b0fdbaa4065440f4a92f6efbfdf6085697910c31df1696dac9159e
arc,fit,CSZ20740,CSZ20740,True,104d87d878b3395dda9de10dd67b7b864e454c234bcc6d4e43128d08006b6157
arc,fit,Mercury_7245753,Mercury_7245753,True,f9ded2ae5d9b0effb2c7ec00bf8a2769559859b21ff4b18211a1e306c2617351
arc,fit,Mercury_7187530,Mercury_7187530,True,a7b227aa1476301ad4843f23ff3282d8b6a0c7ea7a68af2f40144f5e93515459
arc,fit,MCAS_2007_5_4788,MCAS_2007_5_4788,True,e1616a94766d1f2fd85d15be8a4c011b637fe27d6a471748fcb0b3ee114d939b
arc,fit,Mercury_7082635,Mercury_7082635,True,795e247c8e58194d47b59c35eba9ba7f8a5957bab4bd49041ba2ccb4264d173b
arc,fit,Mercury_7161228,Mercury_7161228,True,12a9bbd94cec772eb8cfdcba088b4f3881385e7eb7998135c9b33b17260ebfe8
arc,fit,Mercury_7127173,Mercury_7127173,True,0007cc18b6e893615d0ce11f852d99f895a105de4b4711d231c8319f905ebbea
arc,fit,Mercury_417572,Mercury_417572,True,0234a3c49e477727b3645d93e5f50c7cd51c2be5300ae7a5c32af6b173ac72ea
arc,fit,Mercury_183978,Mercury_183978,True,7a103d0f4940affa75e43571fab0b7235fe1eaaec3a7c5cf743e2998f1fb2935
arc,fit,AKDE&ED_2012_8_29,AKDE&ED_2012_8_29,True,048b22df9044e16335948b02b582c2cb14bfcf0f22aaf64e674e6a70172214f4
arc,fit,Mercury_7188703,Mercury_7188703,True,7fd555257be077e00602c8857f287eff078bf018cd9888d2fb64413ee82daf5d
arc,fit,Mercury_SC_407571,Mercury_SC_407571,True,647bb4e6139672a9a687ef479a00cc0b0495ed70804dc6baae4a9d99f916db8e
arc,fit,Mercury_7283413,Mercury_7283413,True,37c072cfa34dd963f387021dd058a63cd1643a75fbb278f30076c0bd1478d9d2
arc,fit,MCAS_2006_8_35,MCAS_2006_8_35,True,a6a4392f070a68f32d2e29359b1cba2714181938f76c7344410e497179ce9c34
arc,fit,Mercury_7207165,Mercury_7207165,True,e7826cadc2cb263332cd9e4708fe4f06804c3d0b251b6afda610624fa7dff479
arc,fit,ACTAAP_2010_5_6,ACTAAP_2010_5_6,True,d1853ebf49079ac0ad7128fc8e64c84a78330e07c8801ef286f608e39b27d331
arc,fit,Mercury_7001155,Mercury_7001155,True,f8acdd73323006f162214012347c754978c48a86e000631a675a3668c2dd13e3
arc,fit,Mercury_7213395,Mercury_7213395,True,817389c9661c63a8bb9d460225d372da076a248ab72591eaf60ce6fd85741c3c
arc,fit,MCAS_2006_9_42-v1,MCAS_2006_9_42-v1,True,074823ece78334fa36cb753f51533f123f2b12d634f0aaae48794671d7d4f38f
arc,fit,Mercury_411013,Mercury_411013,True,75dab441d964048eb9dcaf79b885e055ef2f1fac05b9966e9d22552acc1842c9
arc,fit,Mercury_SC_401765,Mercury_SC_401765,True,fdefc4c26d9104f6468773536e240a82a9141ffd4ba3f90aace3e9858b60de8e
arc,fit,Mercury_7017133,Mercury_7017133,True,df4b07140bc9c55c3187a6e214fcbd85cf022e2b745c8be8f96f67d1189cef92
arc,fit,TIMSS_2007_8_pg101,TIMSS_2007_8_pg101,True,6e7499ae5e022631ffa6ac02b55cd75873faa24af5d3239011d39430d15994ad
arc,fit,Mercury_SC_400863,Mercury_SC_400863,True,a91059571c43b395999efbfb987647afd1a3ac68f1563c6f908b042c427bebb8
arc,fit,Mercury_183908,Mercury_183908,True,7696347bd5bd4d6f13a2e84d18e58d0b93a195e86c3fe0584aed08ed09c77577
arc,fit,Mercury_7284060,Mercury_7284060,True,928f3b97b9b500dc22d3c86e7f579335314fd2119d639a61cc42f584b28f0fbd
arc,fit,MCAS_2005_9_19,MCAS_2005_9_19,True,8c8f1e682246fb9b095f7456cdbbd6577c681426820b3b01e6a9410b76f62d83
arc,fit,Mercury_407023,Mercury_407023,True,7537210e9fe7cc9397f8a22482d134501824904510380e22ed0dacae02fd08bb
arc,fit,Mercury_SC_400113,Mercury_SC_400113,True,cbfcec5c48ddd453104396cac9f364ae3e6ddc5d4a530704671f37cb317e65b9
arc,fit,Mercury_SC_405764,Mercury_SC_405764,True,b88d41edb19f755301c4138d94c72db68783c3a0f1a4cfde4e666bc7803a2b16
arc,fit,Mercury_7213273,Mercury_7213273,True,174f5bc0a01cef0589d586f2067728ac8d541714d3c66e920a8e2120ed834326
arc,fit,ACTAAP_2008_7_5,ACTAAP_2008_7_5,True,cc3ced87cd2ce037febac26781ebebaba12a25913e022304c10c4033a72edd62
arc,fit,MCAS_2006_9_35-v1,MCAS_2006_9_35-v1,True,57c2caa77e1d19796d6ddf59659da979679c452de71c631e15cad34c61d7654c
arc,fit,MDSA_2008_8_26,MDSA_2008_8_26,True,83c18b51517710fa1507741a78811bfd14d7201393289498c7b906a125102db2
arc,fit,Mercury_188563,Mercury_188563,True,eb6ef773a5332fa854d0a22aaf5d7fa83c37eb09c4335faaac037b745872f2cd
arc,fit,Mercury_SC_406042,Mercury_SC_406042,True,708a57a6f180b4e8fa53bc185311fc9a1b3a40b3a257572272062ea5b33eed40
arc,fit,Mercury_SC_405725,Mercury_SC_405725,True,dc7f9c602a854b12aae87a78e165c2d18abfe38dbaa9c79ae3e1e535c29f264e
arc,fit,Mercury_7192448,Mercury_7192448,True,fb89fe1e2ee2672d2098b9d484467681e9c605e18c39d8ea83208f7440988153
arc,fit,Mercury_416464,Mercury_416464,True,04f014e1bdd6dd24074d773540e4e2e1160279743c564eee7093bf2f3c616ccf
arc,fit,MDSA_2010_5_35,MDSA_2010_5_35,True,f8cd78af6cd831a6d627f309a16ad7cd0a540066df02c0bdfd665516db9ca5db
arc,fit,TIMSS_2011_4_pg92,TIMSS_2011_4_pg92,True,e678c8e5f6c426cacc10fc8d3834c2f893e893dd0a839a2ef9d603be810aec0a
arc,fit,Mercury_189560,Mercury_189560,True,37e767120be386c22261fc7b9259825214e7541e808fad0919191175b168721c
arc,fit,Mercury_7193935,Mercury_7193935,True,0a2c6bc6ce7816b692cc02282486786c9bc142b4bdcb8c74f339436fc9b32574
arc,fit,Mercury_7219083,Mercury_7219083,True,aed28df78c2ed9e830b85d569e2eecaf8cd0dbb0d259b2156f161849acf790d6
arc,fit,Mercury_7210613,Mercury_7210613,True,3be7fcf398b005fa2dbc43d5e78c17ea45f8b904f8f0a5981c12a1fb3955c36b
arc,fit,Mercury_7219905,Mercury_7219905,True,907d74edca0c4cec6dfb83afa1eaa0daa37e83fd993179f042268bc41861b728
arc,fit,Mercury_7040845,Mercury_7040845,True,840c48a18f0c93373a21818626a876e6d60b89e78af5eee64873f5554d603e99
arc,fit,Mercury_7212030,Mercury_7212030,True,fbce92f56b822ac9803ef031570ae7ccaee1f339d27989acb9203b6637b20a17
arc,fit,Mercury_406732,Mercury_406732,True,1138c9af5e525605a55030500b1603978e76e7575de2c92d7795905e8ce7b2d3
arc,fit,MEA_2010_8_20-v1,MEA_2010_8_20-v1,True,b981e1ce8cee01905a5f7d8670d279094566d930687b379c1e18c8fd6d0e74d3
arc,fit,TIMSS_2003_4_pg58,TIMSS_2003_4_pg58,True,8d4db911f466f2d941eadef8a45d475e1e5dd5b3792570f9fef6e2801cacddff
arc,fit,Mercury_7186480,Mercury_7186480,True,f1c466928e785ed4cfa569e78539c0512777aa38889fba4de4184d028b0caf3c
arc,fit,Mercury_SC_408759,Mercury_SC_408759,True,6907620fd4131819404bb3dbb46b2c80c36e627b1a66d91ae3b732b6085cb3ac
arc,fit,MSA_2012_8_41,MSA_2012_8_41,True,0e15af63760364d0701bce179e1fbe866a2bb0aedc7553a1f98f3183a09ae13e
arc,fit,AIMS_2009_8_9,AIMS_2009_8_9,True,cbe9b586b146d1cb1af04f2147585d3d903a9dae48371183e33117c08db13ebe
arc,fit,Mercury_7126630,Mercury_7126630,True,77a1e406e2ffef7673e187bbe0fc286451c36b182935d00f34c428fa8422ad37
arc,fit,NYSEDREGENTS_2004_4_8,NYSEDREGENTS_2004_4_8,True,b0b0bfc9d09acd6d176b7c930a16798bf5687ad0f494258952f29bcb42dbea18
arc,fit,Mercury_SC_415465,Mercury_SC_415465,True,e53a62e01f9e91fa4332fca052037f2224073baf183725d854bfc1db02ef24de
arc,fit,Mercury_7196263,Mercury_7196263,True,4be62ea387b79cad0a1bde7cdd9219b0ab030cadf1255a3daf00c327ff62315e
arc,fit,Mercury_7211663,Mercury_7211663,True,169c5ee26406525691573a173cb2a7671d5b3c818a56187cd1d90b3e1a8db208
arc,fit,NCEOGA_2013_8_19,NCEOGA_2013_8_19,True,bfdea4390a7cc69c564c324f50079dde884a9fb39d7dcc70b7e4de0773041000
arc,fit,Mercury_7037240,Mercury_7037240,True,5d7c966c68bec3decf5121711d51a3ab8334eefaa9c2a3cc26310b1be4b243e6
arc,fit,NYSEDREGENTS_2007_4_29,NYSEDREGENTS_2007_4_29,True,805d04e466cca8e94d1ea858b526f8a62625843749b8408353e8139e47b5fa73
arc,fit,Mercury_SC_409907,Mercury_SC_409907,True,babddac0d5d41fa7c64235ccd1eac76d34a7b7a5d48f0ed802bead1378a0ec8b
arc,fit,Mercury_SC_401812,Mercury_SC_401812,True,324c7418c33e6a543b037a96895d7e169cd5705d03841f589d899ace9846cc14
arc,fit,Mercury_7041248,Mercury_7041248,True,633abbdad9923a49fb71063e75d4e0e50e38f151c39bf4c220e10d72fa5feb3a
arc,fit,Mercury_7108640,Mercury_7108640,True,8d054efa7cf56edb3a685421fc86e01704ab957854701c02603688ffa900b786
arc,fit,Mercury_SC_415002,Mercury_SC_415002,True,e16dc9d907cf32d13923d4b73e4fd217ee0261dbef025d71fb02464a5ab72c8d
arc,fit,Mercury_7077700,Mercury_7077700,True,88155f15210acc0de4b921544631e92635455b2cdc278ae7a6e76be9bff62995
arc,fit,Mercury_7159758,Mercury_7159758,True,d888661f6c3832265fb99b472ad095cf802a2937399fd25089e89c0928405f65
arc,fit,Mercury_SC_408423,Mercury_SC_408423,True,1ea246281f36fef89bd500004bdab118fd732bd4284e2905730a49837c6a3666
arc,fit,Mercury_7267925,Mercury_7267925,True,b476a7794bba239d430f219cf1c82882129b82f12ccf178da2da756b2b48dc07
arc,fit,Mercury_7238980,Mercury_7238980,True,6397341d4201d6330c46c9b72818b3513c72365beeef3c81b45184a699414eda
arc,fit,Mercury_7233748,Mercury_7233748,True,b3612cf466a1acdef7bd161b0b57e77a3a2b559ecf83484997ebd3ad8ffd94ce
arc,fit,AKDE&ED_2012_4_17,AKDE&ED_2012_4_17,True,44fdd841062887706682a11d273e723882ef8918fdbbf80b6e1bd8c6ac569dc1
arc,fit,NAEP_2011_8_S11+2,NAEP_2011_8_S11+2,True,f62cf1a7181060a7e5c2dd7d5f1c29da7025a99c9b25bf0c4c8f0c598768afa2
arc,fit,Mercury_SC_405927,Mercury_SC_405927,True,f4a4cd342d7dc8c0661dbe304ae18ab3e0336eb9b87c0e9c22c05c0ded6ce5a2
arc,fit,MEA_2016_5_12,MEA_2016_5_12,True,83dba35e1318ed2824b08a7d8f5cf4c2e72bca2081f382ea01507a82aedf4e65
arc,fit,Mercury_7040740,Mercury_7040740,True,a2fde6e7a50726b43549e6c836880f180c8c93a8ccd8a338093383a8a7e32b86
arc,fit,NYSEDREGENTS_2004_4_12,NYSEDREGENTS_2004_4_12,True,ee3b2b95283ebd0d82f95a4f27c60532b873459b1474e09b0dd0f29755d7ccd9
arc,fit,Mercury_7041615,Mercury_7041615,True,a302330f6e826482da5ee16eadf429d4f27ddb6636df6d3df5a187978c632e92
arc,fit,Mercury_7245910,Mercury_7245910,True,d5f1e5e5e270f03ac79d7c6f105d483048b17d94f59ff6bf8f7e8585a4132d5c
arc,fit,Mercury_7166093,Mercury_7166093,True,a67273710f3c6e8c0dfbba58f5ab0c8e082ae6076e87a9633bc2a8e4a1b8fa94
arc,fit,Mercury_7005443,Mercury_7005443,True,aa9ac38feeb72e0cd2a6f334d98c4706d04db0ff23c34ea385056027fa226f1b
arc,fit,ACTAAP_2007_7_8,ACTAAP_2007_7_8,True,f3ae7d520287ee9f6ace72001fba24e0426727e058d241824e556ee7150923b4
arc,fit,MDSA_2009_4_30,MDSA_2009_4_30,True,89badda00db0f6711f999a822b93ca183a6c3189790ed80d04b4699863054950
arc,fit,NCEOGA_2013_5_26,NCEOGA_2013_5_26,True,9757884e2aaea3054206b07e328584bbfa2b4086fbde5c1fa1ad2ab8e7c2fb6d
arc,fit,ACTAAP_2013_5_14,ACTAAP_2013_5_14,True,252a1dfe442f70b688ca747c1b4ed193f8b57efd0994ff4b4e6fe3194ec9d86d
arc,fit,Mercury_183960,Mercury_183960,True,3803ccda3f7f4e8942a956228a6eddaff140249e185e6710250ec3a9ebf4c2a4
arc,fit,Mercury_7001418,Mercury_7001418,True,c9036278772d505f31e7a72f37762885fdd4c666bdc1998f4be3190a3de464a0
arc,fit,Mercury_SC_LBS10184,Mercury_SC_LBS10184,True,39c6362e2b33707f4e7d83422145dff510c6db2956260e749a4357f232b4a2d7
arc,fit,Mercury_SC_400300,Mercury_SC_400300,True,3fb9dd90da433aeeaf6c5d9d50a52d0f930bf2813d4fc3bf6a18a07b1409e4e3
arc,fit,MEAP_2005_8_46,MEAP_2005_8_46,True,8ce48a9b27543b7bf3a17c8a70909ac97462321534a981def05f783f4838d4f6
arc,fit,Mercury_SC_416515,Mercury_SC_416515,True,08194eda4e6e40232d2cfc61e4856366a2c86798583aeba978105a28bb8e9d16
arc,fit,Mercury_SC_LBS10782,Mercury_SC_LBS10782,True,2995b621167426ece9900f7e04d29a38e935c27154da03a55e971d36c42876e1
arc,fit,MCAS_2013_5_29398,MCAS_2013_5_29398,True,de650804640aca2a03ec2e0dbaed57615e9e4e5cf96608a9007ac089ae3d1e83
arc,fit,Mercury_410719,Mercury_410719,True,582e2cc6d448ceb66829c29386f68bff6c46068411a2417c18de4fec64a4b705
arc,fit,Mercury_7269010,Mercury_7269010,True,168a71b6284d85201f9833181127e9e24cabaffb4ea7c80a72f6b0db85e56d16
arc,fit,Mercury_7084263,Mercury_7084263,True,5638826b6a537d8c4bff5053629814eb2fe5d8446100a76622c806f13bc653c1
arc,fit,Mercury_402349,Mercury_402349,True,618b4b6c6afd9070316477b02243d36334aa0a7bd1bc3b0882661f2a90119ea1
arc,fit,Mercury_7220220,Mercury_7220220,True,83e9ae6738a4c6a27825c59ba21711202fe2ac0c482479e196855cc67c24ebbc
arc,fit,Mercury_7071943,Mercury_7071943,True,7355f452e4ae4cc2a0f4dad0c85d2b2df7d722cac27474d9944c48d1c94129e1
arc,fit,NYSEDREGENTS_2009_8_20,NYSEDREGENTS_2009_8_20,True,c6582346eb5033260196d459bc08b01b0648635be2445a0dff3aaff8147e2421
arc,fit,VASoL_2008_5_36,VASoL_2008_5_36,True,5484319dfc6bb686f8ca8d56a5564f3be1c0806d8b0ceb8d34df040b55f1c52d
arc,fit,TIMSS_2011_4_pg105,TIMSS_2011_4_pg105,True,51e47d6d575ff3eff2908eafc5fde663f3d3ce47edef9f2da4c1918ceb79e53c
arc,fit,Mercury_7041125,Mercury_7041125,True,83e8aa3b8e146a835954823d3417c3b7d4e71b52fee1ba23093eef40ccd2b5a8
arc,fit,Mercury_SC_LBS10343,Mercury_SC_LBS10343,True,63a48cf811842f4151c2fac124b9b5a2b52449b0ae56f494f9826f21123a78b9
arc,fit,Mercury_417153,Mercury_417153,True,28a6d2a00455e0e8b90d66d9cdcfedee365ca484bc5369f0e160c60a6d39ad52
arc,fit,Mercury_7103233,Mercury_7103233,True,f9dde8d9a03cb91e5db0fc7f9d4a52ce09ec9a9f2db0639604ee8fac3fbe6dc7
arc,fit,MDSA_2007_8_54,MDSA_2007_8_54,True,2f25450be9a0b4a145497e69cb177cc0933c20f0a863d8596cec5853eff49099
arc,fit,ACTAAP_2008_7_3,ACTAAP_2008_7_3,True,b3f543e6eaeebdee662a6b9509a7a72ce359f5d8ad7bc68a60cfbbca4227654a
arc,fit,Mercury_SC_405459,Mercury_SC_405459,True,7e03f7919b24703596f2a7aad388427e8044f17a4a260d9e2ed98b7e7c489813
arc,fit,Mercury_7142713,Mercury_7142713,True,57445777c88034486bce9c8ac5b0d79dbcdd038820fb1eb36d7549f6a129ab6c
arc,fit,Mercury_SC_416461,Mercury_SC_416461,True,b4d8cf6602d86c4014131d7b5cadf08fe6c6550cfe3ac0f21f32334c9bc5f551
arc,fit,Mercury_414102,Mercury_414102,True,02da3f7b0fdd5609135121cc6141bba7aa040b143438a276fb24804715446171
arc,fit,MDSA_2010_4_14,MDSA_2010_4_14,True,34a103106972feee76963d42cb82a6609abe09f557ce45f059507fc55fcacfff
