setting,seed,q,N_cal
medium/MMLU-Pro/Text,191,0.0,6000
medium/MMLU-Pro/Text,192,0.0,6000
medium/MMLU-Pro/Text,193,0.0,6000
medium/MMLU-Pro/Text,194,0.0,6000
medium/MMLU-Pro/Text,195,0.0,6000
medium/MMLU-Pro/Text,196,0.0,6000
medium/MMLU-Pro/Text,197,0.0,6000
medium/MMLU-Pro/Text,198,0.0,6000
medium/MMLU-Pro/Text,199,0.0,6000
medium/MMLU-Pro/Text,200,0.0,6000
medium/MMLU-Pro/C2C,1,0.0,6000
medium/MMLU-Pro/C2C,2,0.0,6000
medium/MMLU-Pro/C2C,3,0.0,6000
medium/MMLU-Pro/C2C,4,0.0,6000
medium/MMLU-Pro/C2C,5,0.0,6000
medium/MMLU-Pro/C2C,6,0.0,6000
medium/MMLU-Pro/C2C,7,0.0,6000
medium/MMLU-Pro/C2C,8,0.0,6000
medium/MMLU-Pro/C2C,9,0.0,6000
medium/MMLU-Pro/C2C,10,0.0,6000
medium/MMLU-Pro/C2C,11,0.0,6000
medium/MMLU-Pro/C2C,12,0.0,6000
medium/MMLU-Pro/C2C,13,0.0,6000
medium/MMLU-Pro/C2C,14,0.0,6000
medium/MMLU-Pro/C2C,15,0.0,6000
medium/MMLU-Pro/C2C,16,0.0,6000
medium/MMLU-Pro/C2C,17,0.0,6000
medium/MMLU-Pro/C2C,18,0.0,6000
medium/MMLU-Pro/C2C,19,0.0,6000
medium/MMLU-Pro/C2C,20,0.0,6000
medium/MMLU-Pro/C2C,21,0.0,6000
medium/MMLU-Pro/C2C,22,0.0,6000
medium/MMLU-Pro/C2C,23,0.0,6000
medium/MMLU-Pro/C2C,24,0.0,6000
medium/MMLU-Pro/C2C,25,0.0,6000
medium/MMLU-Pro/C2C,26,0.0,6000
medium/MMLU-Pro/C2C,27,0.0,6000
medium/MMLU-Pro/C2C,28,0.0,6000
medium/MMLU-Pro/C2C,29,0.0,6000
medium/MMLU-Pro/C2C,30,0.0,6000
medium/MMLU-Pro/C2C,31,0.0,6000
medium/MMLU-Pro/C2C,32,0.0,6000
medium/MMLU-Pro/C2C,33,0.0,6000
medium/MMLU-Pro/C2C,34,0.0,6000
medium/MMLU-Pro/C2C,35,0.0,6000
medium/MMLU-Pro/C2C,36,0.0,6000
medium/MMLU-Pro/C2C,37,0.0,6000
medium/MMLU-Pro/C2C,38,0.0,6000
medium/MMLU-Pro/C2C,39,0.0,6000
medium/MMLU-Pro/C2C,40,0.0,6000
medium/MMLU-Pro/C2C,41,0.0,6000
medium/MMLU-Pro/C2C,42,0.0,6000
medium/MMLU-Pro/C2C,43,0.0,6000
medium/MMLU-Pro/C2C,44,0.0,6000
medium/MMLU-Pro/C2C,45,0.0,6000
medium/MMLU-Pro/C2C,46,0.0,6000
medium/MMLU-Pro/C2C,47,0.0,6000
medium/MMLU-Pro/C2C,48,0.0,6000
medium/MMLU-Pro/C2C,49,0.0,6000
medium/MMLU-Pro/C2C,50,0.0,6000
medium/MMLU-Pro/C2C,51,0.0,6000
medium/MMLU-Pro/C2C,52,0.0,6000
medium/MMLU-Pro/C2C,53,0.0,6000
medium/MMLU-Pro/C2C,54,0.0,6000
medium/MMLU-Pro/C2C,55,0.0,6000
medium/MMLU-Pro/C2C,56,0.0,6000
medium/MMLU-Pro/C2C,57,0.0,6000
medium/MMLU-Pro/C2C,58,0.0,6000
medium/MMLU-Pro/C2C,59,0.0,6000
medium/MMLU-Pro/C2C,60,0.0,6000
medium/MMLU-Pro/C2C,61,0.0,6000
medium/MMLU-Pro/C2C,62,0.0,6000
medium/MMLU-Pro/C2C,63,0.0,6000
medium/MMLU-Pro/C2C,64,0.0,6000
medium/MMLU-Pro/C2C,65,0.0,6000
medium/MMLU-Pro/C2C,66,0.0,6000
medium/MMLU-Pro/C2C,67,0.0,6000
medium/MMLU-Pro/C2C,68,0.0,6000
medium/MMLU-Pro/C2C,69,0.0,6000
medium/MMLU-Pro/C2C,70,0.0,6000
medium/MMLU-Pro/C2C,71,0.0,6000
medium/MMLU-Pro/C2C,72,0.0,6000
medium/MMLU-Pro/C2C,73,0.0,6000
medium/MMLU-Pro/C2C,74,0.0,6000
medium/MMLU-Pro/C2C,75,0.0,6000
medium/MMLU-Pro/C2C,76,0.0,6000
medium/MMLU-Pro/C2C,77,0.0,6000
medium/MMLU-Pro/C2C,78,0.0,6000
medium/MMLU-Pro/C2C,79,0.0,6000
medium/MMLU-Pro/C2C,80,0.0,6000
medium/MMLU-Pro/C2C,81,0.0,6000
medium/MMLU-Pro/C2C,82,0.0,6000
medium/MMLU-Pro/C2C,83,0.0,6000
medium/MMLU-Pro/C2C,84,0.0,6000
medium/MMLU-Pro/C2C,85,0.0,6000
medium/MMLU-Pro/C2C,86,0.0,6000
medium/MMLU-Pro/C2C,87,0.0,6000
medium/MMLU-Pro/C2C,88,0.0,6000
medium/MMLU-Pro/C2C,89,0.0,6000
medium/MMLU-Pro/C2C,90,0.0,6000
medium/MMLU-Pro/C2C,91,0.0,6000
medium/MMLU-Pro/C2C,92,0.0,6000
medium/MMLU-Pro/C2C,93,0.0,6000
medium/MMLU-Pro/C2C,94,0.0,6000
medium/MMLU-Pro/C2C,95,0.0,6000
medium/MMLU-Pro/C2C,96,0.0,6000
medium/MMLU-Pro/C2C,97,0.0,6000
medium/MMLU-Pro/C2C,98,0.0,6000
medium/MMLU-Pro/C2C,99,0.0,6000
medium/MMLU-Pro/C2C,100,0.0,6000
medium/MMLU-Pro/C2C,101,0.0,6000
medium/MMLU-Pro/C2C,102,0.0,6000
medium/MMLU-Pro/C2C,103,0.0,6000
medium/MMLU-Pro/C2C,104,0.0,6000
medium/MMLU-Pro/C2C,105,0.0,6000
medium/MMLU-Pro/C2C,106,0.0,6000
medium/MMLU-Pro/C2C,107,0.0,6000
medium/MMLU-Pro/C2C,108,0.0,6000
medium/MMLU-Pro/C2C,109,0.0,6000
medium/MMLU-Pro/C2C,110,0.0,6000
medium/MMLU-Pro/C2C,111,0.0,6000
medium/MMLU-Pro/C2C,112,0.0,6000
medium/MMLU-Pro/C2C,113,0.0,6000
medium/MMLU-Pro/C2C,114,0.0,6000
medium/MMLU-Pro/C2C,115,0.0,6000
medium/MMLU-Pro/C2C,116,0.0,6000
medium/MMLU-Pro/C2C,117,0.0,6000
medium/MMLU-Pro/C2C,118,0.0,6000
medium/MMLU-Pro/C2C,119,0.0,6000
medium/MMLU-Pro/C2C,120,0.0,6000
medium/MMLU-Pro/C2C,121,0.0,6000
medium/MMLU-Pro/C2C,122,0.0,6000
medium/MMLU-Pro/C2C,123,0.0,6000
medium/MMLU-Pro/C2C,124,0.0,6000
medium/MMLU-Pro/C2C,125,0.0,6000
medium/MMLU-Pro/C2C,126,0.0,6000
medium/MMLU-Pro/C2C,127,0.0,6000
medium/MMLU-Pro/C2C,128,0.0,6000
medium/MMLU-Pro/C2C,129,0.0,6000
medium/MMLU-Pro/C2C,130,0.0,6000
medium/MMLU-Pro/C2C,131,0.0,6000
medium/MMLU-Pro/C2C,132,0.0,6000
medium/MMLU-Pro/C2C,133,0.0,6000
medium/MMLU-Pro/C2C,134,0.0,6000
medium/MMLU-Pro/C2C,135,0.0,6000
medium/MMLU-Pro/C2C,136,0.0,6000
medium/MMLU-Pro/C2C,137,0.0,6000
medium/MMLU-Pro/C2C,138,0.0,6000
medium/MMLU-Pro/C2C,139,0.0,6000
medium/MMLU-Pro/C2C,140,0.0,6000
medium/MMLU-Pro/C2C,141,0.0,6000
medium/MMLU-Pro/C2C,142,0.0,6000
medium/MMLU-Pro/C2C,143,0.0,6000
medium/MMLU-Pro/C2C,144,0.0,6000
medium/MMLU-Pro/C2C,145,0.0,6000
medium/MMLU-Pro/C2C,146,0.0,6000
medium/MMLU-Pro/C2C,147,0.0,6000
medium/MMLU-Pro/C2C,148,0.0,6000
medium/MMLU-Pro/C2C,149,0.0,6000
medium/MMLU-Pro/C2C,150,0.0,6000
medium/MMLU-Pro/C2C,151,0.0,6000
medium/MMLU-Pro/C2C,152,0.0,6000
medium/MMLU-Pro/C2C,153,0.0,6000
medium/MMLU-Pro/C2C,154,0.0,6000
medium/MMLU-Pro/C2C,155,0.0,6000
medium/MMLU-Pro/C2C,156,0.0,6000
medium/MMLU-Pro/C2C,157,0.0,6000
medium/MMLU-Pro/C2C,158,0.0,6000
medium/MMLU-Pro/C2C,159,0.0,6000
medium/MMLU-Pro/C2C,160,0.0,6000
medium/MMLU-Pro/C2C,161,0.0,6000
medium/MMLU-Pro/C2C,162,0.0,6000
medium/MMLU-Pro/C2C,163,0.0,6000
medium/MMLU-Pro/C2C,164,0.0,6000
medium/MMLU-Pro/C2C,165,0.0,6000
medium/MMLU-Pro/C2C,166,0.0,6000
medium/MMLU-Pro/C2C,167,0.0,6000
medium/MMLU-Pro/C2C,168,0.0,6000
medium/MMLU-Pro/C2C,169,0.0,6000
medium/MMLU-Pro/C2C,170,0.0,6000
medium/MMLU-Pro/C2C,171,0.0,6000
medium/MMLU-Pro/C2C,172,0.0,6000
medium/MMLU-Pro/C2C,173,0.0,6000
medium/MMLU-Pro/C2C,174,0.0,6000
medium/MMLU-Pro/C2C,175,0.0,6000
medium/MMLU-Pro/C2C,176,0.0,6000
medium/MMLU-Pro/C2C,177,0.0,6000
medium/MMLU-Pro/C2C,178,0.0,6000
medium/MMLU-Pro/C2C,179,0.0,6000
medium/MMLU-Pro/C2C,180,0.0,6000
medium/MMLU-Pro/C2C,181,0.0,6000
medium/MMLU-Pro/C2C,182,0.0,6000
medium/MMLU-Pro/C2C,183,0.0,6000
medium/MMLU-Pro/C2C,184,0.0,6000
medium/MMLU-Pro/C2C,185,0.0,6000
medium/MMLU-Pro/C2C,186,0.0,6000
medium/MMLU-Pro/C2C,187,0.0,6000
medium/MMLU-Pro/C2C,188,0.0,6000
medium/MMLU-Pro/C2C,189,0.0,6000
medium/MMLU-Pro/C2C,190,0.0,6000
medium/MMLU-Pro/C2C,191,0.0,6000
medium/MMLU-Pro/C2C,192,0.0,6000
medium/MMLU-Pro/C2C,193,0.0,6000
medium/MMLU-Pro/C2C,194,0.0,6000
medium/MMLU-Pro/C2C,195,0.0,6000
medium/MMLU-Pro/C2C,196,0.0,6000
medium/MMLU-Pro/C2C,197,0.0,6000
medium/MMLU-Pro/C2C,198,0.0,6000
medium/MMLU-Pro/C2C,199,0.0,6000
medium/MMLU-Pro/C2C,200,0.0,6000
