split,unit,category,N,reference,q,threshold,mode,routed,coverage,changed,changed_over_routed,conditional_disagreement,marginal_disagreement,descriptive_CP_0_95_upper,R_reference_disagreement_count,R_reference_disagreement_prevalence,AUROC,AP,score_direction,reference_correct,policy_correct,reference_accuracy,policy_accuracy,accuracy_difference,benefit,harm,neutral_change,invalid_R,invalid_Text,invalid_C2C,invalid_policy
cal,group_representatives,psychology,410,C2C,0.4,3.838539123535156e-05,selective,270,0.6585365853658537,2,2/270,0.007407407407407408,0.004878048780487805,0.023132948760287767,40,0.0975609756097561,0.8875675675675676,0.40256958458926023,higher u predicts R/reference disagreement,257,257,0.6268292682926829,0.6268292682926829,0.0,1,1,0,0,0,2,1
cal,raw_rows_descriptive,biology,357,Text,0.4,3.838539123535156e-05,selective,251,0.7030812324929971,8,8/251,0.03187250996015936,0.022408963585434174,,34,0.09523809523809523,0.8798488435621927,0.47640323050297856,higher u predicts R/reference disagreement,277,274,0.7759103641456583,0.7675070028011205,-0.008403361344537815,2,5,1,1,0,5,0
cal,raw_rows_descriptive,business,410,Text,0.4,3.838539123535156e-05,selective,117,0.28536585365853656,2,2/117,0.017094017094017096,0.004878048780487805,,95,0.23170731707317074,0.774436090225564,0.4335916317308738,higher u predicts R/reference disagreement,175,174,0.4268292682926829,0.424390243902439,-0.0024390243902439024,0,1,1,2,1,8,1
cal,raw_rows_descriptive,chemistry,583,Text,0.4,3.838539123535156e-05,selective,124,0.21269296740994853,3,3/124,0.024193548387096774,0.005145797598627788,,161,0.27615780445969124,0.7501913396720732,0.4983555913764333,higher u predicts R/reference disagreement,211,212,0.36192109777015435,0.36363636363636365,0.0017152658662092624,2,1,0,3,0,4,0
cal,raw_rows_descriptive,computer science,212,Text,0.4,3.838539123535156e-05,selective,93,0.4386792452830189,3,3/93,0.03225806451612903,0.014150943396226415,,48,0.22641509433962265,0.8319994918699186,0.5995993437675288,higher u predicts R/reference disagreement,97,97,0.45754716981132076,0.45754716981132076,0.0,1,1,1,2,0,1,0
cal,raw_rows_descriptive,economics,438,Text,0.4,3.838539123535156e-05,selective,282,0.6438356164383562,7,7/282,0.024822695035460994,0.01598173515981735,,65,0.14840182648401826,0.8680758919364817,0.5485402899921756,higher u predicts R/reference disagreement,284,284,0.6484018264840182,0.6484018264840182,0.0,3,3,1,1,1,4,1
cal,raw_rows_descriptive,engineering,499,Text,0.4,3.838539123535156e-05,selective,125,0.250501002004008,0,0/125,0.0,0.0,,101,0.20240480961923848,0.8149161649833325,0.49836851247613445,higher u predicts R/reference disagreement,230,230,0.46092184368737477,0.46092184368737477,0.0,0,0,0,1,0,2,0
cal,raw_rows_descriptive,health,415,Text,0.4,3.838539123535156e-05,selective,223,0.5373493975903615,5,5/223,0.02242152466367713,0.012048192771084338,,71,0.1710843373493976,0.8630445463478545,0.531965716512728,higher u predicts R/reference disagreement,251,250,0.6048192771084338,0.6024096385542169,-0.0024096385542168677,1,2,2,1,1,4,0
cal,raw_rows_descriptive,history,197,Text,0.4,3.838539123535156e-05,selective,117,0.5939086294416244,2,2/117,0.017094017094017096,0.01015228426395939,,24,0.1218274111675127,0.8619942196531791,0.4198055527269637,higher u predicts R/reference disagreement,103,104,0.5228426395939086,0.5279187817258884,0.005076142131979695,1,0,1,0,0,0,0
cal,raw_rows_descriptive,law,572,Text,0.4,3.838539123535156e-05,selective,180,0.3146853146853147,8,8/180,0.044444444444444446,0.013986013986013986,,147,0.256993006993007,0.7832893157262905,0.5095146576718411,higher u predicts R/reference disagreement,213,215,0.3723776223776224,0.3758741258741259,0.0034965034965034965,4,2,2,0,0,8,0
cal,raw_rows_descriptive,math,699,Text,0.4,3.838539123535156e-05,selective,186,0.26609442060085836,9,9/186,0.04838709677419355,0.012875536480686695,,205,0.2932761087267525,0.7677100819591193,0.5472443422123635,higher u predicts R/reference disagreement,266,266,0.3805436337625179,0.3805436337625179,0.0,4,4,1,3,0,2,1
cal,raw_rows_descriptive,other,476,Text,0.4,3.838539123535156e-05,selective,188,0.3949579831932773,7,7/188,0.03723404255319149,0.014705882352941176,,115,0.2415966386554622,0.81145369143683,0.5399910302173362,higher u predicts R/reference disagreement,219,217,0.46008403361344535,0.45588235294117646,-0.004201680672268907,0,2,5,0,0,3,0
cal,raw_rows_descriptive,philosophy,258,Text,0.4,3.838539123535156e-05,selective,108,0.4186046511627907,6,6/108,0.05555555555555555,0.023255813953488372,,48,0.18604651162790697,0.7779265873015873,0.3979901998025835,higher u predicts R/reference disagreement,117,118,0.45348837209302323,0.4573643410852713,0.003875968992248062,3,2,1,0,0,2,0
cal,raw_rows_descriptive,physics,669,Text,0.4,3.838539123535156e-05,selective,187,0.2795216741405082,3,3/187,0.016042780748663103,0.004484304932735426,,158,0.23617339312406577,0.8249151576704898,0.5451685337277687,higher u predicts R/reference disagreement,276,277,0.4125560538116592,0.414050822122571,0.0014947683109118087,1,0,2,3,0,7,0
cal,raw_rows_descriptive,psychology,411,Text,0.4,3.838539123535156e-05,selective,271,0.6593673965936739,8,8/271,0.02952029520295203,0.019464720194647202,,59,0.1435523114355231,0.8654420261941449,0.5127193617453133,higher u predicts R/reference disagreement,267,269,0.6496350364963503,0.6545012165450121,0.004866180048661801,5,3,0,0,0,2,0
cal,raw_rows_descriptive,biology,357,C2C,0.4,3.838539123535156e-05,selective,251,0.7030812324929971,6,6/251,0.02390438247011952,0.01680672268907563,,49,0.13725490196078433,0.8907699443413729,0.5638602502105046,higher u predicts R/reference disagreement,255,261,0.7142857142857143,0.7310924369747899,0.01680672268907563,6,0,0,1,0,5,2
cal,raw_rows_descriptive,business,410,C2C,0.4,3.838539123535156e-05,selective,117,0.28536585365853656,3,3/117,0.02564102564102564,0.007317073170731708,,158,0.3853658536585366,0.8039983926059876,0.6779225742484974,higher u predicts R/reference disagreement,158,159,0.3853658536585366,0.3878048780487805,0.0024390243902439024,1,0,2,2,1,8,7
cal,raw_rows_descriptive,chemistry,583,C2C,0.4,3.838539123535156e-05,selective,124,0.21269296740994853,12,12/124,0.0967741935483871,0.02058319039451115,,279,0.47855917667238423,0.7811144123750235,0.725616633290548,higher u predicts R/reference disagreement,191,195,0.3276157804459691,0.3344768439108062,0.00686106346483705,7,3,2,3,0,4,2
cal,raw_rows_descriptive,computer science,212,C2C,0.4,3.838539123535156e-05,selective,93,0.4386792452830189,3,3/93,0.03225806451612903,0.014150943396226415,,55,0.25943396226415094,0.8360162130862768,0.5455600731766617,higher u predicts R/reference disagreement,96,97,0.4528301886792453,0.45754716981132076,0.0047169811320754715,1,0,2,2,0,1,1
cal,raw_rows_descriptive,economics,438,C2C,0.4,3.838539123535156e-05,selective,282,0.6438356164383562,5,5/282,0.01773049645390071,0.01141552511415525,,60,0.136986301369863,0.9007275132275133,0.6110308157138746,higher u predicts R/reference disagreement,282,284,0.6438356164383562,0.6484018264840182,0.0045662100456621,3,1,1,1,1,4,2
cal,raw_rows_descriptive,engineering,499,C2C,0.4,3.838539123535156e-05,selective,125,0.250501002004008,5,5/125,0.04,0.01002004008016032,,207,0.4148296593186373,0.7865627688438885,0.6717852966790481,higher u predicts R/reference disagreement,189,193,0.3787575150300601,0.3867735470941884,0.008016032064128256,4,0,1,1,0,2,2
cal,raw_rows_descriptive,health,415,C2C,0.4,3.838539123535156e-05,selective,223,0.5373493975903615,6,6/223,0.026905829596412557,0.014457831325301205,,78,0.18795180722891566,0.8639580004565167,0.4926419101878873,higher u predicts R/reference disagreement,228,233,0.5493975903614458,0.5614457831325301,0.012048192771084338,5,0,1,1,1,4,3
cal,raw_rows_descriptive,history,197,C2C,0.4,3.838539123535156e-05,selective,117,0.5939086294416244,1,1/117,0.008547008547008548,0.005076142131979695,,28,0.14213197969543148,0.8775359256128487,0.4593954788422191,higher u predicts R/reference disagreement,99,100,0.5025380710659898,0.5076142131979695,0.005076142131979695,1,0,0,0,0,0,0
cal,raw_rows_descriptive,law,572,C2C,0.4,3.838539123535156e-05,selective,180,0.3146853146853147,9,9/180,0.05,0.015734265734265736,,158,0.2762237762237762,0.8028725616094907,0.6083079133571667,higher u predicts R/reference disagreement,189,193,0.3304195804195804,0.3374125874125874,0.006993006993006993,4,0,5,0,0,8,8
cal,raw_rows_descriptive,math,699,C2C,0.4,3.838539123535156e-05,selective,186,0.26609442060085836,14,14/186,0.07526881720430108,0.020028612303290415,,254,0.36337625178826893,0.7849685924090949,0.631581868507588,higher u predicts R/reference disagreement,227,232,0.32474964234620884,0.3319027181688126,0.00715307582260372,6,1,7,3,0,2,3
cal,raw_rows_descriptive,other,476,C2C,0.4,3.838539123535156e-05,selective,188,0.3949579831932773,1,1/188,0.005319148936170213,0.0021008403361344537,,89,0.1869747899159664,0.8456144935110183,0.5210749518413264,higher u predicts R/reference disagreement,208,207,0.4369747899159664,0.43487394957983194,-0.0021008403361344537,0,1,0,0,0,3,3
cal,raw_rows_descriptive,philosophy,258,C2C,0.4,3.838539123535156e-05,selective,108,0.4186046511627907,1,1/108,0.009259259259259259,0.003875968992248062,,61,0.2364341085271318,0.8445951568611134,0.5129375891519125,higher u predicts R/reference disagreement,112,112,0.43410852713178294,0.43410852713178294,0.0,0,0,1,0,0,2,2
cal,raw_rows_descriptive,physics,669,C2C,0.4,3.838539123535156e-05,selective,187,0.2795216741405082,10,10/187,0.053475935828877004,0.014947683109118086,,272,0.40657698056801195,0.8152457771521706,0.6990725381339171,higher u predicts R/reference disagreement,256,260,0.38266068759342303,0.38863976083707025,0.005979073243647235,4,0,6,3,0,7,5
cal,raw_rows_descriptive,psychology,411,C2C,0.4,3.838539123535156e-05,selective,271,0.6593673965936739,2,2/271,0.007380073800738007,0.004866180048661801,,40,0.09732360097323602,0.8878032345013478,0.4025636502233472,higher u predicts R/reference disagreement,257,257,0.6253041362530414,0.6253041362530414,0.0,1,1,0,0,0,2,1
dev,group_representatives,biology,144,Text,0.4,3.838539123535156e-05,selective,100,0.6944444444444444,1,1/100,0.01,0.006944444444444444,0.046559811453538935,22,0.1527777777777778,0.9059239940387482,0.5710593860364688,higher u predicts R/reference disagreement,114,113,0.7916666666666666,0.7847222222222222,-0.006944444444444444,0,1,0,0,0,0,0
dev,group_representatives,business,177,Text,0.4,3.838539123535156e-05,selective,47,0.2655367231638418,1,1/47,0.02127659574468085,0.005649717514124294,0.09700098591383144,43,0.24293785310734464,0.807098229781326,0.5128857085180752,higher u predicts R/reference disagreement,73,73,0.4124293785310734,0.4124293785310734,0.0,0,0,1,0,0,3,0
dev,group_representatives,chemistry,257,Text,0.4,3.838539123535156e-05,selective,60,0.23346303501945526,4,4/60,0.06666666666666667,0.01556420233463035,0.14609720545071186,73,0.2840466926070039,0.7833159618820728,0.5466262828971463,higher u predicts R/reference disagreement,109,108,0.42412451361867703,0.42023346303501946,-0.0038910505836575876,1,2,1,1,0,0,1
dev,group_representatives,computer science,93,Text,0.4,3.838539123535156e-05,selective,42,0.45161290322580644,4,4/42,0.09523809523809523,0.043010752688172046,0.20483056992239726,18,0.1935483870967742,0.7333333333333334,0.41792774663624455,higher u predicts R/reference disagreement,45,46,0.4838709677419355,0.4946236559139785,0.010752688172043012,2,1,1,0,0,0,0
dev,group_representatives,economics,190,Text,0.4,3.838539123535156e-05,selective,116,0.6105263157894737,2,2/116,0.017241379310344827,0.010526315789473684,0.05327780685903724,23,0.12105263157894737,0.9135641759958344,0.6315644741034482,higher u predicts R/reference disagreement,125,124,0.6578947368421053,0.6526315789473685,-0.005263157894736842,0,1,1,0,0,2,0
dev,group_representatives,engineering,220,Text,0.4,3.838539123535156e-05,selective,72,0.32727272727272727,4,4/72,0.05555555555555555,0.01818181818181818,0.12263484945735338,43,0.19545454545454546,0.8076468269609774,0.5861110646797836,higher u predicts R/reference disagreement,111,112,0.5045454545454545,0.509090909090909,0.004545454545454545,2,1,1,1,0,5,0
dev,group_representatives,health,155,Text,0.4,3.838539123535156e-05,selective,95,0.6129032258064516,5,5/95,0.05263157894736842,0.03225806451612903,0.10747694021637912,23,0.14838709677419354,0.7980895915678525,0.39611869791220444,higher u predicts R/reference disagreement,94,98,0.6064516129032258,0.632258064516129,0.025806451612903226,4,0,1,0,1,2,0
dev,group_representatives,history,86,Text,0.4,3.838539123535156e-05,selective,47,0.5465116279069767,1,1/47,0.02127659574468085,0.011627906976744186,0.09700098591383144,15,0.1744186046511628,0.9084507042253521,0.7105509205277006,higher u predicts R/reference disagreement,51,52,0.5930232558139535,0.6046511627906976,0.011627906976744186,1,0,0,0,0,1,0
dev,group_representatives,law,217,Text,0.4,3.838539123535156e-05,selective,62,0.2857142857142857,4,4/62,0.06451612903225806,0.018433179723502304,0.1415834373278423,59,0.271889400921659,0.7343381248659085,0.5056420547353309,higher u predicts R/reference disagreement,72,74,0.3317972350230415,0.34101382488479265,0.009216589861751152,2,0,2,0,0,1,0
dev,group_representatives,math,305,Text,0.4,3.838539123535156e-05,selective,97,0.3180327868852459,4,4/97,0.041237113402061855,0.013114754098360656,0.09188095948885848,75,0.2459016393442623,0.832,0.5945156350539852,higher u predicts R/reference disagreement,122,122,0.4,0.4,0.0,1,1,2,1,0,2,0
dev,group_representatives,other,210,Text,0.4,3.838539123535156e-05,selective,96,0.45714285714285713,5,5/96,0.052083333333333336,0.023809523809523808,0.10638999304286162,35,0.16666666666666666,0.7733061224489796,0.4519109624211223,higher u predicts R/reference disagreement,102,101,0.4857142857142857,0.48095238095238096,-0.004761904761904762,1,2,2,1,0,0,0
dev,group_representatives,philosophy,113,Text,0.4,3.838539123535156e-05,selective,39,0.34513274336283184,2,2/39,0.05128205128205128,0.017699115044247787,0.15276510530744303,33,0.2920353982300885,0.8113636363636363,0.5900828352650035,higher u predicts R/reference disagreement,57,56,0.504424778761062,0.49557522123893805,-0.008849557522123894,0,1,1,1,0,1,0
dev,group_representatives,physics,293,Text,0.4,3.838539123535156e-05,selective,82,0.27986348122866894,0,0/82,0.0,0.0,0.03587403171067115,70,0.23890784982935154,0.8335041639974375,0.5667437269209075,higher u predicts R/reference disagreement,117,117,0.3993174061433447,0.3993174061433447,0.0,0,0,0,1,1,3,1
dev,group_representatives,psychology,181,Text,0.4,3.838539123535156e-05,selective,114,0.6298342541436464,3,3/114,0.02631578947368421,0.016574585635359115,0.06660805423766199,29,0.16022099447513813,0.873185117967332,0.4862521829808689,higher u predicts R/reference disagreement,127,125,0.7016574585635359,0.6906077348066298,-0.011049723756906077,0,2,1,0,0,0,0
dev,group_representatives,biology,144,C2C,0.4,3.838539123535156e-05,selective,100,0.6944444444444444,0,0/100,0.0,0.0,0.02951304960703993,20,0.1388888888888889,0.9520161290322581,0.6537204398302668,higher u predicts R/reference disagreement,113,113,0.7847222222222222,0.7847222222222222,0.0,0,0,0,0,0,0,0
dev,group_representatives,business,177,C2C,0.4,3.838539123535156e-05,selective,47,0.2655367231638418,2,2/47,0.0425531914893617,0.011299435028248588,0.12796053954565068,69,0.3898305084745763,0.8178341384863124,0.7161348810331792,higher u predicts R/reference disagreement,67,68,0.3785310734463277,0.384180790960452,0.005649717514124294,1,0,1,0,0,3,3
dev,group_representatives,chemistry,257,C2C,0.4,3.838539123535156e-05,selective,60,0.23346303501945526,6,6/60,0.1,0.023346303501945526,0.18785738198898227,115,0.4474708171206226,0.7898652786282915,0.7220520048359294,higher u predicts R/reference disagreement,102,105,0.3968871595330739,0.4085603112840467,0.011673151750972763,4,1,1,1,0,0,1
dev,group_representatives,computer science,93,C2C,0.4,3.838539123535156e-05,selective,42,0.45161290322580644,1,1/42,0.023809523809523808,0.010752688172043012,0.10803769616121207,21,0.22580645161290322,0.8624338624338624,0.6045245025176471,higher u predicts R/reference disagreement,53,54,0.5698924731182796,0.5806451612903226,0.010752688172043012,1,0,0,0,0,0,0
dev,group_representatives,economics,190,C2C,0.4,3.838539123535156e-05,selective,116,0.6105263157894737,0,0/116,0.0,0.0,0.025494657957392263,25,0.13157894736842105,0.9138181818181819,0.5375094103357569,higher u predicts R/reference disagreement,119,119,0.6263157894736842,0.6263157894736842,0.0,0,0,0,0,0,2,2
dev,group_representatives,engineering,220,C2C,0.4,3.838539123535156e-05,selective,72,0.32727272727272727,12,12/72,0.16666666666666666,0.05454545454545454,0.2560061649301224,100,0.45454545454545453,0.7559166666666667,0.64875948636738,higher u predicts R/reference disagreement,94,103,0.42727272727272725,0.4681818181818182,0.04090909090909091,10,1,1,1,0,5,5
dev,group_representatives,health,155,C2C,0.4,3.838539123535156e-05,selective,95,0.6129032258064516,0,0/95,0.0,0.0,0.03104201186795486,22,0.14193548387096774,0.893028024606972,0.4938036077749226,higher u predicts R/reference disagreement,94,94,0.6064516129032258,0.6064516129032258,0.0,0,0,0,0,1,2,2
dev,group_representatives,history,86,C2C,0.4,3.838539123535156e-05,selective,47,0.5465116279069767,0,0/47,0.0,0.0,0.06175013471082449,11,0.12790697674418605,0.8606060606060606,0.38882542036566803,higher u predicts R/reference disagreement,47,47,0.5465116279069767,0.5465116279069767,0.0,0,0,0,0,0,1,1
dev,group_representatives,law,217,C2C,0.4,3.838539123535156e-05,selective,62,0.2857142857142857,2,2/62,0.03225806451612903,0.009216589861751152,0.09808368159210062,61,0.28110599078341014,0.8288146279949559,0.6081699484629726,higher u predicts R/reference disagreement,78,79,0.35944700460829493,0.3640552995391705,0.004608294930875576,1,0,1,0,0,1,1
dev,group_representatives,math,305,C2C,0.4,3.838539123535156e-05,selective,97,0.3180327868852459,9,9/97,0.09278350515463918,0.029508196721311476,0.1563227226642627,107,0.35081967213114756,0.7896960256773342,0.6173719536115034,higher u predicts R/reference disagreement,106,114,0.3475409836065574,0.3737704918032787,0.02622950819672131,8,0,1,1,0,2,1
dev,group_representatives,other,210,C2C,0.4,3.838539123535156e-05,selective,96,0.45714285714285713,1,1/96,0.010416666666666666,0.004761904761904762,0.048462071705057154,40,0.19047619047619047,0.8879411764705882,0.6304561798014725,higher u predicts R/reference disagreement,93,92,0.44285714285714284,0.4380952380952381,-0.004761904761904762,0,1,0,1,0,0,0
dev,group_representatives,philosophy,113,C2C,0.4,3.838539123535156e-05,selective,39,0.34513274336283184,0,0/39,0.0,0.0,0.07393758892668655,28,0.24778761061946902,0.8718487394957983,0.600472030715248,higher u predicts R/reference disagreement,48,48,0.4247787610619469,0.4247787610619469,0.0,0,0,0,1,0,1,1
dev,group_representatives,physics,293,C2C,0.4,3.838539123535156e-05,selective,82,0.27986348122866894,3,3/82,0.036585365853658534,0.010238907849829351,0.09184700554975765,113,0.3856655290102389,0.7939036381514257,0.6758955868639216,higher u predicts R/reference disagreement,102,104,0.34812286689419797,0.35494880546075086,0.006825938566552901,2,0,1,1,1,3,2
dev,group_representatives,psychology,181,C2C,0.4,3.838539123535156e-05,selective,114,0.6298342541436464,1,1/114,0.008771929824561403,0.0055248618784530384,0.04093575055116398,24,0.13259668508287292,0.9185244161358811,0.5897271827452673,higher u predicts R/reference disagreement,117,117,0.6464088397790055,0.6464088397790055,0.0,0,0,1,0,0,0,0
dev,raw_rows_descriptive,biology,179,Text,0.4,3.838539123535156e-05,selective,128,0.7150837988826816,1,1/128,0.0078125,0.00558659217877095,,22,0.12290502793296089,0.9118413433700059,0.5498637635908628,higher u predicts R/reference disagreement,143,142,0.7988826815642458,0.7932960893854749,-0.00558659217877095,0,1,0,0,0,0,0
dev,raw_rows_descriptive,business,177,Text,0.4,3.838539123535156e-05,selective,47,0.2655367231638418,1,1/47,0.02127659574468085,0.005649717514124294,,43,0.24293785310734464,0.807098229781326,0.5128857085180752,higher u predicts R/reference disagreement,73,73,0.4124293785310734,0.4124293785310734,0.0,0,0,1,0,0,3,0
dev,raw_rows_descriptive,chemistry,257,Text,0.4,3.838539123535156e-05,selective,60,0.23346303501945526,4,4/60,0.06666666666666667,0.01556420233463035,,73,0.2840466926070039,0.7833159618820728,0.5466262828971463,higher u predicts R/reference disagreement,109,108,0.42412451361867703,0.42023346303501946,-0.0038910505836575876,1,2,1,1,0,0,1
dev,raw_rows_descriptive,computer science,93,Text,0.4,3.838539123535156e-05,selective,42,0.45161290322580644,4,4/42,0.09523809523809523,0.043010752688172046,,18,0.1935483870967742,0.7333333333333334,0.41792774663624455,higher u predicts R/reference disagreement,45,46,0.4838709677419355,0.4946236559139785,0.010752688172043012,2,1,1,0,0,0,0
dev,raw_rows_descriptive,economics,190,Text,0.4,3.838539123535156e-05,selective,116,0.6105263157894737,2,2/116,0.017241379310344827,0.010526315789473684,,23,0.12105263157894737,0.9135641759958344,0.6315644741034482,higher u predicts R/reference disagreement,125,124,0.6578947368421053,0.6526315789473685,-0.005263157894736842,0,1,1,0,0,2,0
dev,raw_rows_descriptive,engineering,220,Text,0.4,3.838539123535156e-05,selective,72,0.32727272727272727,4,4/72,0.05555555555555555,0.01818181818181818,,43,0.19545454545454546,0.8076468269609774,0.5861110646797836,higher u predicts R/reference disagreement,111,112,0.5045454545454545,0.509090909090909,0.004545454545454545,2,1,1,1,0,5,0
dev,raw_rows_descriptive,health,192,Text,0.4,3.838539123535156e-05,selective,119,0.6197916666666666,7,7/119,0.058823529411764705,0.036458333333333336,,30,0.15625,0.7984567901234569,0.44508310186503497,higher u predicts R/reference disagreement,117,119,0.609375,0.6197916666666666,0.010416666666666666,4,2,1,0,1,2,0
dev,raw_rows_descriptive,history,86,Text,0.4,3.838539123535156e-05,selective,47,0.5465116279069767,1,1/47,0.02127659574468085,0.011627906976744186,,15,0.1744186046511628,0.9084507042253521,0.7105509205277006,higher u predicts R/reference disagreement,51,52,0.5930232558139535,0.6046511627906976,0.011627906976744186,1,0,0,0,0,1,0
dev,raw_rows_descriptive,law,245,Text,0.4,3.838539123535156e-05,selective,69,0.2816326530612245,4,4/69,0.057971014492753624,0.0163265306122449,,69,0.2816326530612245,0.7441946640316206,0.5268544513671259,higher u predicts R/reference disagreement,82,84,0.3346938775510204,0.34285714285714286,0.00816326530612245,2,0,2,0,0,2,0
dev,raw_rows_descriptive,math,305,Text,0.4,3.838539123535156e-05,selective,97,0.3180327868852459,4,4/97,0.041237113402061855,0.013114754098360656,,75,0.2459016393442623,0.832,0.5945156350539852,higher u predicts R/reference disagreement,122,122,0.4,0.4,0.0,1,1,2,1,0,2,0
dev,raw_rows_descriptive,other,210,Text,0.4,3.838539123535156e-05,selective,96,0.45714285714285713,5,5/96,0.052083333333333336,0.023809523809523808,,35,0.16666666666666666,0.7733061224489796,0.4519109624211223,higher u predicts R/reference disagreement,102,101,0.4857142857142857,0.48095238095238096,-0.004761904761904762,1,2,2,1,0,0,0
dev,raw_rows_descriptive,philosophy,113,Text,0.4,3.838539123535156e-05,selective,39,0.34513274336283184,2,2/39,0.05128205128205128,0.017699115044247787,,33,0.2920353982300885,0.8113636363636363,0.5900828352650035,higher u predicts R/reference disagreement,57,56,0.504424778761062,0.49557522123893805,-0.008849557522123894,0,1,1,1,0,1,0
dev,raw_rows_descriptive,physics,295,Text,0.4,3.838539123535156e-05,selective,84,0.2847457627118644,0,0/84,0.0,0.0,,70,0.23728813559322035,0.8349841269841269,0.5667437269209075,higher u predicts R/reference disagreement,119,119,0.4033898305084746,0.4033898305084746,0.0,0,0,0,1,1,3,1
dev,raw_rows_descriptive,psychology,181,Text,0.4,3.838539123535156e-05,selective,114,0.6298342541436464,3,3/114,0.02631578947368421,0.016574585635359115,,29,0.16022099447513813,0.873185117967332,0.4862521829808689,higher u predicts R/reference disagreement,127,125,0.7016574585635359,0.6906077348066298,-0.011049723756906077,0,2,1,0,0,0,0
dev,raw_rows_descriptive,biology,179,C2C,0.4,3.838539123535156e-05,selective,128,0.7150837988826816,0,0/128,0.0,0.0,,21,0.11731843575418995,0.9520795660036167,0.6314892427948591,higher u predicts R/reference disagreement,141,141,0.7877094972067039,0.7877094972067039,0.0,0,0,0,0,0,0,0
dev,raw_rows_descriptive,business,177,C2C,0.4,3.838539123535156e-05,selective,47,0.2655367231638418,2,2/47,0.0425531914893617,0.011299435028248588,,69,0.3898305084745763,0.8178341384863124,0.7161348810331792,higher u predicts R/reference disagreement,67,68,0.3785310734463277,0.384180790960452,0.005649717514124294,1,0,1,0,0,3,3
dev,raw_rows_descriptive,chemistry,257,C2C,0.4,3.838539123535156e-05,selective,60,0.23346303501945526,6,6/60,0.1,0.023346303501945526,,115,0.4474708171206226,0.7898652786282915,0.7220520048359294,higher u predicts R/reference disagreement,102,105,0.3968871595330739,0.4085603112840467,0.011673151750972763,4,1,1,1,0,0,1
dev,raw_rows_descriptive,computer science,93,C2C,0.4,3.838539123535156e-05,selective,42,0.45161290322580644,1,1/42,0.023809523809523808,0.010752688172043012,,21,0.22580645161290322,0.8624338624338624,0.6045245025176471,higher u predicts R/reference disagreement,53,54,0.5698924731182796,0.5806451612903226,0.010752688172043012,1,0,0,0,0,0,0
dev,raw_rows_descriptive,economics,190,C2C,0.4,3.838539123535156e-05,selective,116,0.6105263157894737,0,0/116,0.0,0.0,,25,0.13157894736842105,0.9138181818181819,0.5375094103357569,higher u predicts R/reference disagreement,119,119,0.6263157894736842,0.6263157894736842,0.0,0,0,0,0,0,2,2
dev,raw_rows_descriptive,engineering,220,C2C,0.4,3.838539123535156e-05,selective,72,0.32727272727272727,12,12/72,0.16666666666666666,0.05454545454545454,,100,0.45454545454545453,0.7559166666666667,0.64875948636738,higher u predicts R/reference disagreement,94,103,0.42727272727272725,0.4681818181818182,0.04090909090909091,10,1,1,1,0,5,5
dev,raw_rows_descriptive,health,192,C2C,0.4,3.838539123535156e-05,selective,119,0.6197916666666666,0,0/119,0.0,0.0,,24,0.125,0.8819444444444444,0.39881059833267823,higher u predicts R/reference disagreement,115,115,0.5989583333333334,0.5989583333333334,0.0,0,0,0,0,1,2,2
dev,raw_rows_descriptive,history,86,C2C,0.4,3.838539123535156e-05,selective,47,0.5465116279069767,0,0/47,0.0,0.0,,11,0.12790697674418605,0.8606060606060606,0.38882542036566803,higher u predicts R/reference disagreement,47,47,0.5465116279069767,0.5465116279069767,0.0,0,0,0,0,0,1,1
dev,raw_rows_descriptive,law,245,C2C,0.4,3.838539123535156e-05,selective,69,0.2816326530612245,2,2/69,0.028985507246376812,0.00816326530612245,,69,0.2816326530612245,0.8159584980237153,0.5893156763827428,higher u predicts R/reference disagreement,90,91,0.3673469387755102,0.37142857142857144,0.004081632653061225,1,0,1,0,0,2,2
dev,raw_rows_descriptive,math,305,C2C,0.4,3.838539123535156e-05,selective,97,0.3180327868852459,9,9/97,0.09278350515463918,0.029508196721311476,,107,0.35081967213114756,0.7896960256773342,0.6173719536115034,higher u predicts R/reference disagreement,106,114,0.3475409836065574,0.3737704918032787,0.02622950819672131,8,0,1,1,0,2,1
dev,raw_rows_descriptive,other,210,C2C,0.4,3.838539123535156e-05,selective,96,0.45714285714285713,1,1/96,0.010416666666666666,0.004761904761904762,,40,0.19047619047619047,0.8879411764705882,0.6304561798014725,higher u predicts R/reference disagreement,93,92,0.44285714285714284,0.4380952380952381,-0.004761904761904762,0,1,0,1,0,0,0
dev,raw_rows_descriptive,philosophy,113,C2C,0.4,3.838539123535156e-05,selective,39,0.34513274336283184,0,0/39,0.0,0.0,,28,0.24778761061946902,0.8718487394957983,0.600472030715248,higher u predicts R/reference disagreement,48,48,0.4247787610619469,0.4247787610619469,0.0,0,0,0,1,0,1,1
dev,raw_rows_descriptive,physics,295,C2C,0.4,3.838539123535156e-05,selective,84,0.2847457627118644,3,3/84,0.03571428571428571,0.010169491525423728,,113,0.38305084745762713,0.7961198093941456,0.6758724480891198,higher u predicts R/reference disagreement,104,106,0.3525423728813559,0.3593220338983051,0.006779661016949152,2,0,1,1,1,3,2
