group_sha256,representative,id,selected_unique
1b55cc6a59a4d89ffc90c6fe96a2db66ced330c458999f04822c602937c292d5,10-557,10-557,True
67463e58651f2327d4b1119cdc810771a956d2549c32cba08a4e161df2ba854a,10-153,10-153,True
b5ab1f04c4bdf27c6d73def8353763987d0018c747bfa38b6d5c0ffb8847972a,10-438,10-438,True
b94feed65cfb6e4472ef4fa914273fc4ab312c7b62ec8f0d657a71c170689fcb,12-1125,12-1125,True
6abc77b26be6c0e43d7c9675436ec8255b6903cc975422b9c65192f6be0e4fc2,357,357,True
028c206c2f8bb12a726017c97b608690d67fc493d0bd4071c955454be22aab99,12-268,12-268,True
9bfbdaf83c2b563061e27ce4d6346f9cd84540fdefe3f1175491516d7c0536cb,9-938,9-938,True
12e6d3cf720c6f18cbe2de1968a231ec2b4422bad2bd34099dc67e0370ce2939,9-102,9-102,True
dcbb59a66b5903dfd68b0174f463c3f4f5dc16b6e7c78d5e044b2ed6634c79a6,13-34,13-34,True
0b435ef70c2611c1806f51820acf990ab904ed0ab080de082d688cbaa9e59906,10-1016,10-1016,True
c178ba277653c2439b3df84bad8ca899186fd70296187995864304eccc3cb85c,14-1417,14-1417,True
bfddfd00b1ae271e75d7e6f61c4146336d102de742e11253380644a00a1582db,14-139,14-139,True
ea16bb9290d0af0da1ca8effd9194040344a7edec7afe8f571c689e3176203e5,13-971,13-971,True
19b44f509c17cc5c645204edb344e3fe578427d2225a97eb5a7913e13449ad6c,7-812,7-812,True
529ab9bb56cfd09619628cdf0de535d5eb9399ca54302f17180042b208b77835,11-472,11-472,True
67d7453d5f1d05dcfd1d0435b08910698792cf24dfb5c052e9e07b1ab30777c9,13-505,13-505,True
a872745dc1916c25ed68727d2d683e781b0dcdab598bdcd0e81f455f08a16c9e,10-158,10-158,True
5e3bba609ad1dcb05bc3d05fe31457d9c421744f50bbe1a7a8486279f2946723,10-420,10-420,True
97dc33fa4454713d20ef2137fdafb6246fd3e20b3880f1d3d64f1ea0a6ac260d,7-69,7-69,True
34903e2ce1c80a481fbef35a91ed0bca91e13cc3ddcab970d614bc2c1e07c971,10-730,10-730,True
fad7239d0b967a3690abb4b9ac0299259c63148f8eab9975437ca9187a9afa84,12-466,12-466,True
bdf5524cd13b011082b3cbec7589ddf1157801f98ea8730c4da5804264dc2d88,11-61,11-61,True
983c632f6b4a4ad7b6ed1389782d44dd2ea5be0cdfdc4ade96811053ee95ec45,14-234,14-234,True
69cd0f8168176e73d83d21b8950c33a1c3be9c5ee8d13311cf4f37da64fd48de,10-501,10-501,True
27eda90402185a247f8fd2b58a6de11177f42b2249f869d56270bd5fdc4cef07,10-129,10-129,True
a8800cb7037f7de94e2ff1ffb2d0a913889e1965c9cc5d7238960302d2ec6824,12-255,12-255,True
2cfa8f94c2e9075046654267b5a3dca4173cafcb9517ca987588168111278c2c,12-107,12-107,True
014553435adb4542762e397ecfda8ade4fa9c79d26277586e1c06c272bc2d3bc,7-792,7-792,True
3eafbe425bcbbe2c66a663cf5d0daf6fc030cae29cf8942623599d9d8de392bf,13-602,13-602,True
a9b580f3786ab48e41832fe9424d12466db4ffe885a540345a7a87cc857697b6,10-283,10-283,True
eedcd8bd80759f67a9e5d2dfcd6c2c96017c87cccacdc53a7ca0b69ae5381454,14-704,14-704,True
e20a6c8a38c29ebf18bdf4e033bc93299a6c64f10698ef655f91dca0d4249fdb,10-682,10-682,True
a75df48f82dbd53197b133550d8adfed14cd07f044e869d060771e5c71492e6b,14-1102,14-1102,True
7e2b80e5eb82c28f0124307ec5b485b527e02bf3727ed6444622116a2f8537ed,14-787,14-787,True
bbaed2f6ed62f778abad848e1782b69a17d2d8e8c58e2b9dfc5691a2e92e7b31,7-675,7-675,True
ea171378b1bde3ec2c9d050264536766da884e4ebc3e2907dc9410a973332c45,13-198,13-198,True
d61eaae5253bab5963769069796b5f637923ebefe62d27c25056f2a07a5c372c,837,837,True
6eef0ddc79929e9be53b349d29af4170c2d70ec5c10de832ceaf0de9ba54db40,13-250,13-250,True
5aa911349ac407c2e67c12d8f6ccb9d17e7624ecfabbb85e643525756f282880,9-572,9-572,True
3d11294469eb6e28d96c1eec859b3ce6497f5121d8fb2871f520be715e273f05,14-819,14-819,True
4a9532152f429dcc0aa3c3cb5e04984c689ff69b03de913a15e761f1422b8b22,11-62,11-62,True
ecf9bf97af84ab012f4e54ef64d22db4464d36992a99348368cd29835b911034,10-41,10-41,True
814eb4a59ef02c6a9558e216e7f60411ff78bdd3228fb14b7444f8c38fe04173,9-156,9-156,True
31774bb95d5149697e863d819aa3bc78ec5a0d80a82990ddb907e543f29d927a,14-369,14-369,True
fac857f43b22687c4182809c8e067a80ab805f13c7ef5a25cb781aedb443896c,1792,1792,True
de3343eb61e570c53dc70d7966dbdde3a973940bfadcc5056fa0ab8334478a23,11-211,11-211,True
a824f6411fe3bcf016e41412c9dc1a49dc5b392a5cedb3e8f52be417731364ef,14-1161,14-1161,True
a00edd27750cabad7a4452031f7b54d8cf791ff1e70204ac6a9a5890e28269a6,8-152,8-152,True
709a4d027b1f5020e2e1c9a9c1038d5f23c4b2457a1e0bc4b171e98cf3af92db,14-365,14-365,True
c80cf41f4abc8ab43d94be26e3feb94fc4d10407d795ca748b42eb087a97b395,8-391,8-391,True
16a28ba8e3d4e8933d344cd71f36a83c93fb2c814c252a0937faab65b702bc4e,13-769,13-769,True
b55e1d61ee531a2dbd1af97f7eb0761b532adf2712584b72e1b693997b7d58fc,14-1000,14-1000,True
808b58183f39c7897c18ba765fe7438e274815e8b2d5e58bee17bab0bdf64e5c,13-959,13-959,True
73b69d88e886d7981bd329e229d5ab18a4806594191c11db62afd9d797046eea,13-854,13-854,True
7618e7752ad7400df2043f7d40d8d2ef12eec9e4af7c11fe58c91399943a6c60,13-626,13-626,True
098ea4be13c3a77f7355da888bbe3a145afb0a78d0f9805a76a924c9563b889c,10-622,10-622,True
672aed45fe56e27c89c8d34364fd81159f9ad9966d953fe9e41b724bb1720696,1703,1703,True
ce0a2fc64becf0af02bbbcb784d4d199550bfd2f90c81f27aaae626bbfe456d3,7-836,7-836,True
b999ad5f4735f571d4451db55d87dcad23a04df1cb4b55aa92a9d15b9ab8a3c5,12-71,12-71,True
003f966b2d5c72a0aab26c9e9e2a66d1082b9da95e0d831e46608413609c6225,10-37,10-37,True
1c879f88c95f5514a161e5703d859b5171027d62fd76c0a6434ce1d19235bff8,12-889,12-889,True
76a15b1b109b4ca28e440936f3bfb0f955ed11d35c77b60bac4068a197f3e33c,1443,1443,True
5bf25454b3e67bb2f1ecb6919d365fb99beb9961a9d22a59944f566a27b51231,13-966,13-966,True
701491aa740e2536cea55c9449df9d42dc73eb9db1e78f4189f2c8d7f54c5bc8,96,96,True
bb715c506c9a7fb4400d5077a00bba5e2e216049d5440b6d6be9843ffc4febf9,13-40,13-40,True
990cac96a4fe6336f2aca53c8b1a28eb90bbcb25ab4164f9cfd840bbbef8adcd,14-1043,14-1043,True
f0517c193e2e8c526136b954100816b63d761ac12fd0f8bb4f662b721760e84b,12-452,12-452,True
547d3cd79f399d284d2d713376dd4492a90538792a613aef367a0d80d530c64a,7-286,7-286,True
9420773eca831e2012e61e92bb342e272523e7fa184ea9d4967b888903843521,10-538,10-538,True
9519e7d191561562c40192769206acbfbcf9e59d706cc87de036ac74ff5eb5dc,14-285,14-285,True
170c2f854f619c8677c7478ba465831a1d29db0aa3eaa746c8cbcbbddb8e1e8d,10-112,10-112,True
5751d6c9861cb6e1c70255f9653e9f680750b611f0e048d00625c6d754bf5ca7,14-761,14-761,True
e822935595510520a953ddfc98e76ef0cee530ec6e7cc6671034176f348c7b53,7-3,7-3,True
3ad2ef1bfab9de13990d2facd0177015a016f79dafb251d2fdb32b7525fc2265,13-357,13-357,True
032762972c9f212008a516158191bb1060bb53a37fe63e81d2335d2af1e786f6,10-743,10-743,True
07bb3630bd932fd1b225d8f1d2c5c079647420b22c67c5382f3c6ad80c841a22,14-795,14-795,True
0b13ce6bcc7db9657f563a0d2a27b4cdf0539528854c8b416cbae22348e0143f,12-634,12-634,True
e93c8ef8b5e5acb0af156d88cace2150b6e7da1d2df77c16642e05b6ddf4dab5,7-1117,7-1117,True
f532263f1212b239471f7b7366156195fbc2a237ac2a2fad9787480b4e5d5006,7-313,7-313,True
6fdde20e8b88e212e812b04a029e5b2e066d5684bbdbef06da5dc916d7c0d7ed,14-148,14-148,True
3546dc1aee995d77638d905c48f6e1e9b1b446c5cc59546806fcefe21147d316,9-829,9-829,True
243ef2062206e1daf4dac5ba5490e1d4a4fbaa8342ff393fe8b777941ea22696,9-172,9-172,True
4effd0bc5a7f6a440f5ecf6ee9acb57263e646b8240f94f80b4dcf94809a1955,10-718,10-718,True
491bb883f383c1e9ef34317b694389dd50494460df496d17fa6e03cb606122c4,7-546,7-546,True
4a85445d348c4a00cd7e8a5073ee818c1249372aca33692930c57e575e72bc71,12-583,12-583,True
36a26749dee5bd298654ebde7da35d53e0fba731028cc37da27a1bc53664599a,8-451,8-451,True
efc18f915152f1d08b274cdf5bc03def76be7a297bdddf65cfaed053a1fa0604,207,207,True
66e5a80e43149059e0752b70546525fba628b36f8a459fc8eebd36f50b00eeb8,10-142,10-142,True
027008c1ac7af3a352e825e976226fe32b5e6f7f21cca63725f81a922fddf9af,1397,1397,True
df138ebcc88eb54eecba8b9a583dce50be86b9c48e1d0bc568879e642734ae89,12-825,12-825,True
d862ad23cd09c6c442f9d8fd1c461cbb31a8c97ca790fad7e4502ae87c89dace,10-521,10-521,True
205d2d5b5a7979fd8976528f322de89bc4b343655f6ae723be00d549bfe65f48,14-1511,14-1511,True
8b6e99a226227761bb77d85e7f165e25f89161ee466b1944a03910016095b75b,14-25,14-25,True
604b3e01d0df2f128d4980fb487ee1329176eb47e3808e3f06aa2c9be9d9c7b4,8-388,8-388,True
22e7922e638784b1d7dc37adfb0a50ec542a472c300f6cc7bfeac38c74ed288a,14-894,14-894,True
f84da31dfb6c29ec8300a70acd01aee0cae99d0f8a6894a396a1d51f41fef14a,12-487,12-487,True
94509b17bd17f9316ddc6fef9ebbf9a72d779c1de39ed76a1e8f6725fdb44781,14-324,14-324,True
80eb018d612ccd624a2f58a146b0cd97e767721d4007bb6364367fe53df8e1b2,12-656,12-656,True
bf6d004f1d7ca9641bcd6e6236b1aef932be1d615b0f2ad3728e9071a75d3297,12-90,12-90,True
291379662490ab5657f148818d9470bf6c7bc411d75efb3a11c7b9341d955791,13-590,13-590,True
3f3f389f7f2be7cd2118497a2cb718d2189a39e80c49a69158f44743919f5ff8,14-1423,14-1423,True
c74607cc3f4ffb13d739dc17c72c7cceb6359a658025fdaa488f850f4913709d,13-1000,13-1000,True
256bceda2a9770b42eff583d5c73d7d6f99f3c77efe14d0a3405849e04d97c7c,12-955,12-955,True
0d98c6e67cd75a538b47687165a8c5a2c09b015b62b9ce20f2408b131a3b39ce,14-981,14-981,True
aeb207898d2ebea06b436699f07a43b04b0dcd625dcabae88f212541c20da164,10-27,10-27,True
82a9acff78755c908cd8515e6b8e1d65a778b06f49119186c38ce6258876f3ca,12-993,12-993,True
77861ca67e659831700a99f728a9d9312eefd62e25198ffc43fea4cbfba2b5cd,12-357,12-357,True
b933702c605b1c5f19f4be9fa6e076ef7da472033d3bbe82ed4ed4664621bc6f,210,210,True
46c772fa9bc4d442aa67ad7d92bb3ef4cffbb6978111eb1012dee48614210874,10-731,10-731,True
40e55528e402103d8a5b9842fc9e17aa865de4520971c9704f5dc4b26044a6f2,13-15,13-15,True
22e67dc610aa6b9e4fac8f95dab29ff67010e82ccb665401d86f77475bdc112e,13-68,13-68,True
ef156343294db90336f3ea4d8f4058fe6b6425cc6d52317fe9b245dcff806480,11-254,11-254,True
d91ab53dbba14b0b6320a075c4e96e89e979fd18cd996aca3d55e7eedb2b92b1,13-512,13-512,True
20b5fb72a7eaeae8270f0d63debba615be853ff3b7f0e124949cd3dd431324a5,14-1452,14-1452,True
038b50deeae6c6b2fe802727cb3f174e81aa5ab0b1cf230bc239de10c7cdd5bc,10-1021,10-1021,True
fb173589587794468cc8a221623862a4c61e6f449e21aedc0bfa91237598d21f,10-1166,10-1166,True
67a4287e7040021a6c3db5069ccb0f0df401762c4670703279811d46e482d328,10-81,10-81,True
3b82a597537facb88c7802d9de9cc49be3366fbe5b269cfd9da4ec5a7a236cb1,12-185,12-185,True
4ba0109f7ece2f210771102f790ff1b142453e4519ead780535d0305a238a4a8,12-774,12-774,True
272d4da444c9bff0b85d004cac1d7cbe6ad86bef13bf4318e9aed7c1c8344fa4,7-926,7-926,True
f30355f009c8a1c3ad1f2614226d1c48f6c12318750556e0333d66c0e79ce6f2,10-774,10-774,True
1b061b31d9fe3569c1a39925cc1e2feafabe84b5d5359afe591d1e691d525777,7-530,7-530,True
2be54de65c08f0acefb78c9d9a4602889443bd0b06838ca25ab4e3f40b3c344f,1681,1681,True
3b8fa2537ed2fa42a4182c8aaa7534e156b05ba1c332046e6f5b4fffd7c77d63,14-965,14-965,True
74bf0ef737fe7e8befc69413593ff05bf6e8a4631a8938dff3020308abc0514a,14-239,14-239,True
bdfbca5f47faf90ac1385ae2e72adff8825917526723abc4b43b6a85fb464125,12-400,12-400,True
1cfe4be70b9b0eb9cdeb04a2c42b6f3149daa1c70515e2206b17c7e734a50d64,14-176,14-176,True
303086682a2e1f68c36f9229742f1227edb957f5d9a680e3656e72f1f7e29d48,10-1028,10-1028,True
1a63615c27defc384a88ea0b7914d54df4f83017b76a3e1b7e958befb40f6f34,10-1123,10-1123,True
d3f9bb130d524baa04a2397cd02e03ec66849a0178d9c23e8c1477af5e7a8c14,7-1111,7-1111,True
ff51455d46039fc294ec54b36cb5b35737b5e7bf2d5c0599344b1bb70f119af5,14-66,14-66,True
e7b3b6b060f1a9ef13ee2b857567d47c57675b12e96403718e71548b07c7db9c,7-1002,7-1002,True
f9e2664f1dd5f4e27751c4ec67e75f1e1579530a08c6431da9232e0a51a30e75,12-593,12-593,True
7a11b093f0a0b7b408f44eb453d02cc0b1637741ac8ec6fb76522ef6602b9b82,12-383,12-383,True
9d67ce68cc683c0e49f19ea57c47530fec765fa8c71e9cc3b60f6321a57fc1af,14-926,14-926,True
581e19ed7d2fbf9a39fdbf25b5d482b7a202b33f49024cd6d0b21c82f230974e,1640,1640,True
67f412d47fcf0c54ee5a4242cd9cf7175ae4e979518a6e22fa3f06bba34237ff,12-1131,12-1131,True
49ce52ebd82ab887d0010286622a7b70372ee679fdb72e150cb3171b92240b0a,11-58,11-58,True
29027640ba92777ba3127d842f9f3a3a2f094e0d6304b080c1224df6d2314b5a,12-1105,12-1105,True
1f90bd574902b48aaa9d7bc85c8369c878595c073e04d490ecd2b13dd7ab707c,12-598,12-598,True
1dc5994503582bb8b3898ab526da63636ed1f29d906b2198ed1b389eef32af2f,7-560,7-560,True
8994a58e1a88faf9ca97f47d94597111cfacf525785ebd2351c10886dc624047,13-617,13-617,True
a9e7a0767baa1e9e4a4d1d64bc74ac3ea4ac1baee2e8f1e5c8c0892ea4d410ab,722,722,True
8fe0e8b4157b0c775b57541f1cd5bd000f42700fa2a6318fec5b3d7ca996e0f6,13-941,13-941,True
dc7c68d8c6be4af956b9d640653dd135177266d9d0846759bc543ce559ac71dd,13-2,13-2,True
96164cbba64714e094887cc8b48d2d1db813a4e5f2effb6ceb8d838d65313352,13-965,13-965,True
e1ffe56e7ae4f5bca87d6756cd9129462f5d484179d44034a68e4b216b36d199,13-810,13-810,True
e183bce1251ca56cada00e655ca5cb28cb853f8a6263d318c2066e558b7a5635,10-606,10-606,True
f19d17f28e54b2ab541882bada3a3449f560bace7d2dd3a67fef41e02f811eb6,8-317,8-317,True
28247b19f794795dba9e02e0c7c57c3cedd8c08af7b6465267a6c9f5240091b7,172,172,True
de76ab9bf63de678402640c36d1231fe4adb84ce44850ee65a4f5d460b746617,11-420,11-420,True
5833ade01d8793aedff165cb30c5522b99b5ffee1461216b1628be843fe7449b,7-401,7-401,True
65d05716ebbd553640104bf9e1c16355f692ec77cf7a2bf775ededfe9bbaf768,10-1154,10-1154,True
ea841e3948d6250a1819b99d3d63394b3b63dda55d6fd20f5562d4b019b1155c,1944,1944,True
5fcdd91100d8bdb98f3248cff98212cd993e3ad249af5d319455d285e98861a8,1721,1721,True
3413e8dab2d3cf86e11aa2959f51c6fd1a7fd9892099464c8ec3b853beaee9eb,13-885,13-885,True
f06d2d54116c56cac5dae2f2c6befc760dfc775903d14ec46c5d6b5dbecf76b9,13-412,13-412,True
3a9173804b4abeee242b40002535c260cb2054366c8c0613305a287772d45f70,12-380,12-380,True
cefc164a6a3b6b51c1cce6dbe532d4697b9ee806aeee1ed0e6c3a0f9ee2c7cc1,8-439,8-439,True
e73fcdce48a83163e8e9bd8d2353d592e9c8b80536c5ac7e3532c6c48f2ff969,14-1016,14-1016,True
e3df4da94d57c79b770bbeefa51b8397b7b0f0733171edbad6543aa2ea40d6a0,11-476,11-476,True
3d734172afaa2088ccd637df161e8dfd22d7a0eb7942b35743d7b7c1502ce59a,12-822,12-822,True
d37105409b914bd8ca0c13dc3dafc31d40c561938981558eefe74fc7a0958f76,7-64,7-64,True
21aaf7f30ce864d640adcce59604b5ae06e9543567032a1c088cfd12e1d43dd8,13-958,13-958,True
2401f222db57bb64fab869074708875ed3a40de5afee60f293fa3e75aa4fb2d8,12-1182,12-1182,True
47f3573aa8e3875db8301906c77eb4f1726d1bb0e61513ae4370cfdaabb7c01e,7-563,7-563,True
d6c7fc8680f4aac1115bf62fa71903c349de75a4fb444eb795f7ce5f06777df0,826,826,True
f5aad36c9cec7c3aeb85394147155ad5f188819b39c5f872f9a226de3f7d27fa,13-664,13-664,True
5e94d5cd845a56b58219733102c190ab78aefc5ae9b062a6c50d74786da8f11a,9-98,9-98,True
cfd2d6c326024d3a1da8707d30780641ec2308d37935d45f37f55ac7e7811846,8-487,8-487,True
c1192e03b8308066662b9247fbcf73f8d16994fa3f9cd9dac26ae485c5cc14e2,1254,1254,True
5713a031784d439796f29dc86170777e65094ffeb50a9238675a67aa0399217a,12-847,12-847,True
31572a15915220952669d71c2cbff0830807d2845ecbf4c8670adda59237349a,10-912,10-912,True
315225401faef27db53fef79e2e2beea5f9bb8bc1e551b98444fb4f30fa6777d,13-366,13-366,True
d534fb6edfd95b809bfc098cde02ea902fe70e5bc7260f5e284d9cbc0f879a90,10-623,10-623,True
98f30af220c387cc2ac0f5420d6a973bc354c99c4f93d0f8f83a7d545941bc5d,14-1150,14-1150,True
cd8b221dfd82cfe28747e91c227224b43aaae33749f48064ea10f4958b82c6f1,10-628,10-628,True
fb3056e37a453b234e2fa2ba9565c1ec93de8f487bf7381fe464db7ae88d815f,7-192,7-192,True
e401d0ef4c12c68bbae03df6ec11ade619d23804753d2f46d250288c4583e8a7,12-14,12-14,True
b2db9c259e335c556b7cffabc497585f3ed325b8b09eb5261081743fa09f87dd,10-767,10-767,True
bb9c4289d31d0f59af3201ea8b1262f4feb8bceef97cc0da6469e78591c3d45d,9-841,9-841,True
56153a96dda7932399fee87c2b871246379a32d2c096b5f8b873d93d0bbd9cf0,12-336,12-336,True
6484f00c6328ff1feb4497c8760d8b7819f217731eee4332373a8d451864f2ea,8-278,8-278,True
748814d69b4aa7bf6e792b08a2b720153d9ad882ab45b0f64f5d867ba75175a1,923,923,True
156b7a201cb1dcbe9b0d8fce8c2820e571270ef67a401e4b3df27c0051105966,825,825,True
f59c6d8f5f900fe9d8f583c97760704eb440b2498f035e08bc502abe0ad63e5c,7-585,7-585,True
f60667de5f87988f773e04c0f1630730dfdbbdd488717622909b46b073f4cc68,114,114,True
f45c96d0ee5b5ee677bad6e66c68786cfd0302d61a6e59f299ac3fa8030f778f,12-639,12-639,True
eed34c3eb43cd122bbdb205a656d0c624030246e74c51eb2bb0858a48d95e229,10-1219,10-1219,True
a83d14cfc077420593da1b4809343571659428b16e62d0df89bff16233b9b2fc,14-1220,14-1220,True
655d902695c5c12e123833000ba995cc87392b7eb32621f3119f86a9cf0799b0,1364,1364,True
94f48520f79a3f3ed4a4dc82a5139c03361e8ae9f199563d2ed0d8c48384a3b3,1378,1378,True
0c95ac5332e3ba829b9f9f6d71b19bb7a961ee220718f6b74fd853a1f5d0a2af,14-32,14-32,True
62696681b62f1246c11fcb69dafb2bf3cc31ddb3b351bf127fe73b046d00e87c,13-326,13-326,True
790124ec2106035c5aeeba15c9bc988a689eefac52625ab3ab35d31305827734,14-821,14-821,True
42790b48b7cb10900828eadca622d0d5589134799cbff51263c5d6cea39f9ab7,12-642,12-642,True
96b3247117610259a2ef46efddc8bdd27c7418ff7a785c3fab6ba43954841782,9-737,9-737,True
71480b94df5c63be93ebdef6abec0151f3df9d72d8a2f557a40d662a75626589,13-393,13-393,True
123c3434cc8e749c2a1f17e339e8e4436da19a2972b1508ac58049e40b0cf14d,10-1084,10-1084,True
57c4702d7c5506260ffb47855f6a65a624a1dca6adda0c54869eed78ff79cfe0,7-122,7-122,True
fd7c17c6b3482fef16b3199c977a35fc7c9462d115f38f63655a2e8c426c47db,619,619,True
7a92436bc72cc008424dec8ddc7d2dc6b3d4f43f8192f854b160fdf5dd69d78f,10-956,10-956,True
6cc898db4fdc06f5735337ca58c8f3a33abb905d3938b8c68c00678d08f33b41,10-649,10-649,True
7dfe53fa639ca3b6d437c1447f24c0eb4a977f31c266c40a429d6cfc1b065e6c,12-819,12-819,True
87c365b25bb28e0e5a90af0894099e0c565855f816713df2d281b1a49f9ed9fa,14-1419,14-1419,True
3448454b4d4b22a7c50db05184bf093bf84f85cfbbe129a1ef354359dd51b13e,10-1201,10-1201,True
bc53b2e7d11903055482a55a1c8d875178ea4d1450af7b0dfcd331b01f144d98,10-884,10-884,True
44047a68fc4f3cc4a225214365e632a782bdaf4d3018e8c1a42047a1e8020cd9,13-176,13-176,True
9c856b9f2d55e003f56288123dd01071d7636b6ac74a13611d5d18f9d8b013de,13-538,13-538,True
594fcc7882fd0c95d1205fabef3fcf4ba75d0dfcf02dac3038df8c87e4dd4cf5,14-516,14-516,True
348cfd087d4344d0522cd8d602c3ca88f8bf1ba4d30b50411aab8d273dfea317,14-701,14-701,True
d7b842dd5a4e15e6c7201c164486a74e62ed197e0bcfd1fbe7ccabe648ba77a3,13-699,13-699,True
85f2a4f40654953ad1afb669dca614e691d00379aa8ae979226758b34fab1327,7-78,7-78,True
503a4fb1c2b63f2e92b903e01064f21b80f5bc225474f934e04d092c6564d90d,10-821,10-821,True
0e43aa08e6f6ffb750c359501a56db04c52889dabf22e90a1227f696fbb82fbe,10-937,10-937,True
0a2c1e894dbd76579d1d550f1e6d0d9c6a36eafc98da83ef98cb04caa9339ff6,10-721,10-721,True
65fcb7efa37b9a906801131eff7825bfde4f3173df6040260697c57620a36eb9,14-106,14-106,True
e7d2616231cd95e662fc740422b3b5b7579d75e63e6f557797263ac6275c0b93,325,325,True
908b8b9f84168d856df29ecb162b920bb981c627dfda2684db1e5a5b8fd6ade0,9-162,9-162,True
50cb319d478fa15839400ecef0560da6e565899dd4f05be51689c9f9e5422fd1,14-1438,14-1438,True
849c1116529b3e4b071fe65c34a48451fbdc080bd7e3d16fddf8bb59f6859ab8,7-641,7-641,True
da6e5690a0af045c45812a92cb7242906b5beebf5c340cb6d724ac94f5dccb68,12-967,12-967,True
a8556ae937f1a1f5acab189f55866cb11f5e83aeecf5ad479bc7c5de9d95990f,12-371,12-371,True
b917efda3a19be213ed62ba7a5616f686bdd245af2d131a2e3f37fc01fedf532,14-389,14-389,True
5b8dde28b95af26763639a99ba75306d21a9393fddea9309a8ddcc2eb47d522e,12-808,12-808,True
0b07f948844448719317b93e28740e1ce838c0d344960f422f621be3e318fe14,12-861,12-861,True
09e8fab20ba1525158349f7464d6facc84a3c824005367c6ab807ced19fd0c38,8-285,8-285,True
2a9c753721407be9afbeed39d456bd98a39d1b98029f95d9dc0f9dc2ee3cb5f2,14-853,14-853,True
12248669b2e12469702e756e2b302c1b24b6c8109e901c63d6e4d4646fb91c6b,12-1097,12-1097,True
522fb91c18d600d8c59aa20b857d222fe853cdc42989e27690fab89892715025,783,783,True
cbd07668c65b59888c749aed858bbbb57d8ca2e845f67fee2d841daf8519e437,356,356,True
8640bf023b63a85fc1ef255e70cd362f74c2622e63df1c3f5fafdc4e6076b419,11-278,11-278,True
4e580030f3a754c8e09f8ba5d95f0015c2ca50741d606471c10c55cebd35098e,10-169,10-169,True
71250bce3bc33d1c74b0fd68e83db3f3ef44d0c1767c8e6a219587dc48a3ef90,1157,1157,True
db4592817d0ab500c29aed91be28798eed42e00502737941bed5985bee785b27,890,890,True
c22d90bac5da8fee6a0ebad879695ab5ec97786696479aa2146b6a3e935319c1,13-196,13-196,True
16dfbfa2ea0eb100fe96970a7e67180c9316ebf23655968ff3ddae2e01d09401,14-1391,14-1391,True
53c3dfa325709e5c1472ce388c3ca46080ff04aea49345d67fa6691fc4c72f09,9-1142,9-1142,True
9b15e31dd4a0d533eaeb9940cbfe638085c6b8646c32ba46bf88576f1ef82314,10-253,10-253,True
28b9e7c4adc52efa748a7ffb00b1033701948bc46ad04b2b8aeeb2ba2ade86eb,12-918,12-918,True
c32fda134a361d63bc71e9a9aee0128fd748388f03904c6a2ca5dbef632fe591,14-1174,14-1174,True
2598644e2a92fb0fbf0c4aa2df230f44fddaf44eb606359925029534c307f12d,10-196,10-196,True
55a33d59fee50632b6f8ba6350c1a0c74c5050f8c417089fc44526f0a6fe7b09,12-692,12-692,True
0f5793cb9d7b6a52f3987b3f929ad41b8505d7d6a4d2b9cca79d28809065b01e,9-631,9-631,True
843b8b2b70d35522f8427d63666c1c0f649c74b53f2f76c4741f67f4f21c36a5,10-21,10-21,True
1ac33f9e1f10e4079c9787a2ebe3b63abb13bf686ec2d49fce2be51261f98512,370,370,True
865f4795bdce06a613e582758ac014e5a6f549386793d0e175d2c93fb6f8b27f,13-449,13-449,True
8b04949cd79526f1a24b709c40c157b344e4cd5d078a35f1d8d0ae94dbbb05c3,14-1273,14-1273,True
b51aece1b1d838714942b1e0e873954e308c3aa4ed92709e89b15debc1d153b5,7-885,7-885,True
5388bbbd758fe6a20bf6ca76cb39571736ad4f261045fcf034e012ecb3e4f905,1846,1846,True
f40cc2f120ac3a12a92d8729df1ea50e08975e0814bde78fa1b7450e4e8780ec,12-389,12-389,True
f45144b4c96133f2c4f68da606b021998415184335fa5bc4f9e7d8189812a16d,14-1111,14-1111,True
59a4f04bf3c845beefb1e385cd87c1a0150c4f71ce5777999d6c8a4a344924ea,14-183,14-183,True
be6fc3ef41a04bb8d72b8c14c1fa0bfb91c461ec3dba01632f317fbf55c3c704,10-1022,10-1022,True
5c584d84682791d12c3d3e2910cc11dbfe706f1dd20f7bf644486f86884e2061,14-1095,14-1095,True
ab415f896b3401030237be705c1ad26e5cc7c52a04443cd477715482df765eeb,1656,1656,True
40b51f723beaa1c03a3569b957d027c1b044e886f8424e3386c4ecf8e2420fa0,11-286,11-286,True
8af212f71f6554380867a0152ec9e970968586e57b896ddd1d6d0758178f64fa,11-257,11-257,True
d5bbed9d5d9f31d7ce52561660d92a2ee2575b41c6c96df38463cba7d0fca42b,9-512,9-512,True
85cd1d70ecdb82f8072d8d161db40b92c69f4e4cc87f15c5d40f52d3f0e0a2ca,10-227,10-227,True
dd32dc84a29bff9e8c9aa0030da43320805ef3823311c5fcfd8072d80537a07b,10-462,10-462,True
a1e38cee5a870a1f99be13280bc3935822a4a1d8ae66f16bc709aa8f282e6003,9-1052,9-1052,True
f39986eb84fd4e763d3a64e1455552915b4edd3e8f417bd875f85f3547bc94eb,10-719,10-719,True
0a4a143bd310b13ce4dc5f8b83c8b55481356ead8f1b49dccf92ca4148d43a4b,10-1101,10-1101,True
