pair,dataset,id,row,fold,path,sha256,dimension,dtype,config_sha256
large,obqa,11-79,882,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00882.npz,94b45da7295fdf505fd3623457875728cb4dd70dca8208d2367a028cbab8e475,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,11-8,883,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00883.npz,4b2c547fd36aac01c2c4f16645099a744ac74e36009811578db27b223cef8620,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,1111,895,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00895.npz,18dd60b5d94876eb11f6da0eeeafd149554c7046c28db83723635203a51df134,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,1167,905,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00905.npz,1480042eb57b3b78814f20e55a79bb70c3ddeb73ea92f5958345a8ddfa186a22,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,1176,908,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00908.npz,646943d6a674a5298ffe26eda96c65b8ed657655edfc537ac1b8e1c96677343f,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12,912,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00912.npz,53db15ebab110b28cb03f49a75497ff9701f8469ee0bb0319e56acdd62290ae7,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1001,915,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00915.npz,f1c038cd36a80cbe85be30bfa710289e79efe66a258a11cf5d01d0cbc55772aa,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1010,921,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00921.npz,1c0ba22b03a4f9a8d9e4c124f45133d404a2e8a89e4b465232cf10414cfc5cc4,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1031,929,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00929.npz,0db97be99ef5333bf2cc41c81d239f041039aa2d97dbf420a1251dc95e1e6e52,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1035,931,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00931.npz,70a7250c0c4e0008156d813a680689d98a3cad6e208fc02f67f4d9458497faa5,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1063,946,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00946.npz,beec921a64e538353afce62cc8f703f5856af9c45d75dd6604ea183ffcd31066,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1064,947,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00947.npz,6837c831adfa31912ec43e5b39c7c309d9d816a4744909f67b7471df1d53c814,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1072,951,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00951.npz,891fc2ca05b193a77ac83930d9931c74520b87e6408798f0d9acd6d373b82308,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1076,954,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00954.npz,f20ce445259195890b8aeda0407d8575fdb4de60a9b5fd29ed35cc678a0165ee,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1084,959,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00959.npz,8fdbd09c1fc6902813813361d8d9115b8f53893daa3a3ecdf5a22a3777144b47,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1093,965,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00965.npz,490dbc613212cfd7e18ad8a43940efc760472ccb0ce131c5256371a1a0b08227,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1095,966,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00966.npz,d1b9a2765d4230ded6db0d353d2d448eac96883b616f64fc1264cb1c9afe1341,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-110,969,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00969.npz,5a5b3e4c3096ec08293605ae8912fd89ecee53a625b8fb86bf57ca5cfda21e39,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1102,971,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00971.npz,10f391c87d2871982a112b6a84c92174158aabf9ee8ef6a992fd15f069c91e40,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1105,974,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00974.npz,b2f08546a642996bf4a33c8daab953084d71f09362e7fa8ae6b4d1bfd49c3cb2,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1111,977,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00977.npz,5d88d9f24acfc176f3f94ba7d7b76f259180cd559ce90fa607ccbf488489e67b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1126,987,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00987.npz,7d4f63a2a81fdde36dc07c8ce078d2411bef72b0d5466cb3381946b9b2d7b01f,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1138,995,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00995.npz,c47e9be5b7d44cd90381f9c9a6c76a19919c1b76b036d598486f529f46c28122,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1144,1001,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01001.npz,6587087887689b46b5d5165bede350b8836e95266fc54e04d4f70b986dd1a0cf,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1158,1007,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01007.npz,cf757cdb195e8bb7e337b17e65fd8baab3cf6f81cb9f7fe4dcfd562c4f79096c,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1161,1009,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01009.npz,336a5b2c96a0048aee29e9ab83943a1f3c737b382d726dd1ae55e7caa2e92052,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1164,1011,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01011.npz,f64c8df62117aed426a74dfdb3450462b3126db58a43f6890fdf83db332c56e9,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-117,1015,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01015.npz,c198339f25c55a565bad7ceadd7e799c6cb00685adc5f89579abd37339f2bb2b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1176,1018,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01018.npz,9513db660e7f1120139fa030e083118363e0775314a033f04eaabb99b8cb4ebc,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1190,1024,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01024.npz,6293b5ee2925491162a23a4b989b57742490cc1f7cf8e5e4c2866ea3645b94fb,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-1191,1025,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01025.npz,bf0500bad9e03a82bea3f7682c677cd904ee8a68f1a1a4e58bf88da76f81cceb,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-15,1046,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01046.npz,141ec15e02741bfaad306109214a3c61ccc2b04837d45cfe0969f089d2f8a51d,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-171,1056,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01056.npz,32fdce29accf361e1e9e8d7906d00521cedd2dd7e34d268f402cbb001e7d4eb5,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-180,1063,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01063.npz,e1fb4c8ff0577d24d0cbcaf97ae7efb0719513a73afaea8610d8ebed246374c4,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-183,1065,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01065.npz,080ef497c216eb94f144123ef26184980e230c037d8d202bfeee2fd6877dd48e,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-188,1068,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01068.npz,f1d2519d9c1bd8c6265b947e33c5b6a1b660e17937851f7b05fe4c3d7bef7798,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-197,1074,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01074.npz,518be8b5b116ef4ff074210e6f030a1da7241b40ff3bb4403c56e3129105263d,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-198,1075,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01075.npz,90bd39511968d95bb52fd206ed025c4af0a0e80b192119286ba46d99a3aa34fc,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-227,1088,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01088.npz,74b58f7e7a344a8779b67dd2a38c11c303c0fec6fd791c5e2cefc9285654b5a7,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-228,1089,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01089.npz,799922d58c9243a8438650222b079339ac847bfa7d7c35ea1428f42982a3798a,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-23,1090,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01090.npz,e17c5086ea3fe46d478d58db1fc18d70042936a8fa8d0d10fe39ccb894488455,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-259,1107,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01107.npz,584ffb5df6f21c8b348b5081baf6a69ce693ffe316cb74a7b70a70d0c988d199,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-261,1109,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01109.npz,0ea85677bcace12d79746b1bdbdcf225dded0ef46e1a71b5da8f3f100aa2cda8,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-289,1121,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01121.npz,bfebcabf1bcc79c0eb27210303a7ad3f7af00269bfb61ba64a5e957b30574aeb,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-29,1122,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01122.npz,a848d4b266c2a52aae1ae5e377f738f7fd4f6ef63840143652a973b9af49d638,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-292,1124,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01124.npz,d8f0a526fbbb387086cbee8f2f2892304a22d1665ee3b617c2c470a199c832cb,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-311,1136,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01136.npz,af2df8059904bfa378f43630da6653ddfe7cbd6b7ae17b787fd791fe475bad22,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-313,1138,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01138.npz,7d90dcb8cb30e154c7022a5cc9577b6ec9bb8f532c4151e343145b838c9347fc,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-319,1141,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01141.npz,a3f75db0a5a7c7d250cbd7e83762d88d621ea079912544a2b2c290fa7dbe0282,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-323,1143,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01143.npz,98be461b210f04dacfcc993e9ce8655286182b4b039cf8e07ac0e8594c580cb9,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-325,1144,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01144.npz,758b391a7329401adc12e99f142866cb3395146dcc1f7e61ffe8ac8bb092ef6c,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-328,1145,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01145.npz,cf33b7e228b0ccff7c793fafd06f6630eb6a41be1b519e6c0a91b2f5c000616f,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-33,1147,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01147.npz,8eca30f4afbdb216c77f542247431fbc26e5e16338964a393928055dd1f5be13,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-337,1154,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01154.npz,c0ceee344f7f307c25cbbfb137e22a35cc37d8e1d2fffb982b44ea95e2455227,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-36,1170,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01170.npz,45c6a06b878eb543b149580866cf426e7fcb0a6256588e246132b6538f5cd65b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-365,1174,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01174.npz,e67f3043c5d5a4949c128e30143cb450c962cdc30a84da8dc43eed200b6e964b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-371,1176,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01176.npz,bc9164285720ceb2ee5eec346e3e1c3277c72283bff7bc16ed05ac261ad3beec,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-375,1178,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01178.npz,394278a18be4d0c3213203dfa21be840a8697b3cf43aaeacdf97f2db9f16c9c5,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-379,1180,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01180.npz,14e566316e4612dfa2058959339eb356ba7a91257034b0a9325752c37490d06b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-389,1188,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01188.npz,44a742aea456decbe0c8ac5fa06f33dfb9a3b3e138f1d489da90525a6aeff4c3,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-405,1198,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01198.npz,80048585c96cb844748e4f111074b4929b9b6b92d99b44b84fbf74ab32589ab9,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-406,1199,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01199.npz,1bde7c092adb0aedc8a73df3f8dd93ec0af215e78eded2907a144cc9050a31fd,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-415,1203,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01203.npz,5f8ef0660e414d85529db16e081689ab4b8c0474a5512ec407d6e3548ac2f070,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-433,1207,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01207.npz,7e07f41b691da19de7ed9e9b72913023d86dc696b40b5eb1ca271f5030f4f685,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-451,1217,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01217.npz,87cd5b843d4dce8ab9ed683404620c9197ace6fea2acc0586afd49034dbf7224,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-463,1226,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01226.npz,7a40fbec25eac651a8c5654b1ac913d5f1c1fa270520d289922f8fcfde614eb1,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-47,1231,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01231.npz,037f6b23d39f6530faac031c22c165ede350cadb84a3a580bc8fce3af4e9a52d,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-479,1235,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01235.npz,b421c3756168c0f541c13dc921650528a4d9bba49ea65485ce2cb735b0cf2443,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-483,1237,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01237.npz,9d1d109b6767125432ad45ed7e08541bbe8f1920e058b0b1f9bacf8e6e19b32b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-495,1244,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01244.npz,132a8773cd7bd6c6233c0e56f56ff96e59f74d1a1e7a4d3e9051a70701ae9289,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-51,1251,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01251.npz,fc16f2e68929f527c2098142bf51bc6f50fa659f8765339f3d0100f9ab83d486,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-517,1255,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01255.npz,3ca8a378d01a7149be7399cce0e43846131d258aedaa7623f83f67c41365c52d,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-524,1258,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01258.npz,9571ab7dc38489a403d972d4b0c15a0d3c7f65506518335c6708c1159dd6bcab,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-532,1262,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01262.npz,50f2f2c187271b8e0f57b45a0228dbd2b57edfe998543cf49a8043a754ee871b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-535,1264,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01264.npz,49fb786826dca7542f2125ae0189ed1e083a4ed0d9e6f5772c55e658ca66c979,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-548,1270,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01270.npz,9dfad4cb541eddf74714c3dcd0c5fa16826b02feb6136c26d43c6f7ad128b66e,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-554,1272,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01272.npz,e72e10f31b413fff0a7196f0d30182a85793000ba659f391da56802dfb00b268,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-568,1278,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01278.npz,a7c661ac88bd62d66e8621bf25344d6423ada6329fc744a4de05e9f6025b95d9,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-578,1281,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01281.npz,004f143ab052077a1361bb58ab1962860012b10845752a3658fb0c17dcead169,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-58,1282,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01282.npz,891a588f64ea7900e44e52bd0c6e7475d2066d2da743f028c37d66b0c97b9c4b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-582,1283,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01283.npz,2bef79bc3d05ba81002dcad1ce33a1e5ad7ab3b7190689ddf1e2cffa28fb6004,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-594,1290,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01290.npz,b68f6b0face80133d561051f493acf74461906ba2544f5f067b0d410fd0c5e80,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-6,1295,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01295.npz,fe824c952665aa4b6bf0e10822b098a6836eaacf6f4f5647a9cad81222a4d444,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-600,1296,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01296.npz,a1436d76c5774335a577d10aa6acf8b437051c821ea952f51764ed612f6d4ad5,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-603,1298,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01298.npz,b8d0e18b6046540c92df177634b72789cce0fd8c769d389938b776577551738b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-608,1299,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01299.npz,ada7209aa4d234489e28767e57e7ea4952e8bff9935c61751bd0bfffca8b0276,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-611,1300,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01300.npz,9f52a8a6805cc4c24d9b37f3f199262414e82bc4bb80ce591a0964fef1d65573,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-624,1308,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01308.npz,23aaaf8424d45bec701f0f73e50de765a430548bff525edd769bcc18ee3d1e5b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-625,1309,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01309.npz,19f8c8097797096908e2ca5a21ad59e2f3713081a503307dade2f4a98bc057a7,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-629,1311,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01311.npz,07968d1fea08c544587993412eb17a446d275b0f661693532b122e49b4a17da2,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-632,1313,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01313.npz,db9c22d50131b9aff59a24930a5cdc6ee9c5610525ca74bb42dd70a0041251ec,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,12-635,1315,1,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/01315.npz,3bda2f753d70992de30a9277eebb01346904832a78e36aca6ccd187338da4bdc,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
