dataset,id,source_row,group_id,fold
obqa,12-466,1228,obqa_dd33d5be010ae062384a,3
obqa,12-467,1229,obqa_833d72cf12dd82319faf,4
obqa,12-469,1230,obqa_3c1b1264d50c9c7f0980,2
obqa,12-47,1231,obqa_864a6354d2661464144a,1
obqa,12-471,1232,obqa_338865e2f083b9f676e4,2
obqa,12-472,1233,obqa_7c139d50f76a0bd0b80d,0
obqa,12-476,1234,obqa_e844862607d0b40f7bda,2
obqa,12-479,1235,obqa_d645515b053899d41b44,1
obqa,12-481,1236,obqa_55c7d6ae094912443bcf,3
obqa,12-483,1237,obqa_a29cd970f94e177e554c,1
obqa,12-485,1238,obqa_136ef2b456dc87009326,4
obqa,12-486,1239,obqa_690204e52483516a8b40,3
obqa,12-487,1240,obqa_cb7d0bd82e20099a8e18,3
obqa,12-490,1241,obqa_cb3f4ea5c8444a28c613,2
obqa,12-491,1242,obqa_44ac1b39dbfdd06ec06c,0
obqa,12-493,1243,obqa_8b098399208c9834c6a0,2
obqa,12-495,1244,obqa_f468e9c32a30bb5ef5f6,1
obqa,12-50,1245,obqa_cff062d4e37542a61a35,2
obqa,12-501,1246,obqa_785dc622ae3616c7da57,3
obqa,12-503,1247,obqa_50a3e2ab3c75ce6ac803,0
obqa,12-504,1248,obqa_14640e742ef9ab4b834d,0
obqa,12-506,1249,obqa_386329063ab17b87221c,4
obqa,12-509,1250,obqa_ed03004a69987771cd0c,2
obqa,12-51,1251,obqa_a40fb9f9529894c679ae,1
obqa,12-511,1252,obqa_14c6cdd8d2b80138951e,3
obqa,12-512,1253,obqa_f3c04a6d96ad89e3b8c0,0
obqa,12-515,1254,obqa_0196ff7b50cfe8bb0af4,4
obqa,12-517,1255,obqa_90d026660db44b46f237,1
obqa,12-52,1256,obqa_c7a7672db85449090593,4
obqa,12-521,1257,obqa_3d9f8522e38671f77824,2
obqa,12-524,1258,obqa_4148eb52f065b55363fa,1
obqa,12-526,1259,obqa_bfe19ac560e0a58036dc,3
obqa,12-530,1260,obqa_4c240e0e95db06101b60,2
obqa,12-531,1261,obqa_1c0db50e8c6d81fb5be4,0
obqa,12-532,1262,obqa_d727aec52267d3703738,1
obqa,12-533,1263,obqa_2dfb4b8dcbfaa402e410,2
obqa,12-535,1264,obqa_8dc4de5cf3563c076679,1
obqa,12-537,1265,obqa_595fee9b8e4b5f9c73fd,4
obqa,12-540,1266,obqa_4e86e9b9651e653c3524,4
obqa,12-544,1267,obqa_34c0426a8b0ea2086e52,4
obqa,12-546,1268,obqa_4f577aca9976505a7ff2,4
obqa,12-547,1269,obqa_f2f9df047b320a7ec337,0
obqa,12-548,1270,obqa_4764f0db61a8d641a51d,1
obqa,12-551,1271,obqa_5e8dfa85f078b2da29eb,2
obqa,12-554,1272,obqa_d79bf4471b9c9553890b,1
obqa,12-558,1273,obqa_50c35e75759c38350ef5,2
obqa,12-56,1274,obqa_a39bed83c99c236affc0,3
obqa,12-562,1275,obqa_78ff99b799eea3e78871,4
obqa,12-563,1276,obqa_ac54503e6dbf18a55609,2
obqa,12-566,1277,obqa_a2365963dfe683499db7,3
obqa,12-568,1278,obqa_4e07749af23ff9d93c17,1
obqa,12-574,1279,obqa_64d79d67e3d1651f03b4,2
obqa,12-575,1280,obqa_012f7a80022e918b36a8,4
obqa,12-578,1281,obqa_f881b0a6c7974ba8a990,1
obqa,12-58,1282,obqa_5b1ab3eb31fbe426545d,1
obqa,12-582,1283,obqa_d1be26d4a90f8add65af,1
obqa,12-583,1284,obqa_a4f33f21dd3e0c3070a0,3
obqa,12-586,1285,obqa_8a37e57e21cb3f57f20c,2
obqa,12-588,1286,obqa_191d610570a492e324c5,0
obqa,12-589,1287,obqa_59f367f9a49e258f6fd7,0
obqa,12-590,1288,obqa_632c8c66501058d4a18a,4
obqa,12-593,1289,obqa_fd7f2939ed257a01f639,2
obqa,12-594,1290,obqa_8170c798b9bff30c77ce,1
obqa,12-595,1291,obqa_377a1fc6ff416e3ba0c2,0
obqa,12-596,1292,obqa_21b8c035a6adc84bf507,3
obqa,12-597,1293,obqa_7c904437acd9e0ff6ac4,4
obqa,12-598,1294,obqa_b621f937aa6b810e0197,4
obqa,12-6,1295,obqa_ddc38a391c276533cdff,1
obqa,12-600,1296,obqa_7cb2fdf431e597d70182,1
obqa,12-602,1297,obqa_f7375ab2b9f0a63be314,0
obqa,12-603,1298,obqa_ae0f21712b31de686166,1
obqa,12-608,1299,obqa_bc3008482eb995e13086,1
obqa,12-611,1300,obqa_3ebc2a3352183911386e,1
obqa,12-613,1301,obqa_dc965628ed506b152a56,0
obqa,12-614,1302,obqa_85fbb9c59601b99e91a5,3
obqa,12-616,1303,obqa_43ef9039a2903a6739e8,3
obqa,12-619,1304,obqa_8989781d5cc867aa1dda,3
obqa,12-620,1305,obqa_a759c698aa587898c821,3
obqa,12-622,1306,obqa_5921dcb43f498891199f,2
obqa,12-623,1307,obqa_84b631a18c1f407cfa75,0
obqa,12-624,1308,obqa_f6060db9a14365c8116b,1
obqa,12-625,1309,obqa_2469450523e235d5c2b6,1
obqa,12-627,1310,obqa_dd243ef4454aaf4afb25,4
obqa,12-629,1311,obqa_9393b668f6b0f0079924,1
obqa,12-63,1312,obqa_649d385ef11cb7c9afa3,2
obqa,12-632,1313,obqa_b8854e0f7da3c6cd0310,1
obqa,12-634,1314,obqa_647f26e8cbbb6585d1bf,0
obqa,12-635,1315,obqa_82ef642cfdc2db6cb52a,1
obqa,12-636,1316,obqa_56f2c7a661655c27ef72,1
obqa,12-637,1317,obqa_847f144ffb4d4674566f,2
obqa,12-638,1318,obqa_93e515e8cfefa8a54792,0
obqa,12-639,1319,obqa_674d302c21ebe50c35cb,1
obqa,12-64,1320,obqa_fe21ff3acebb1673dd7e,0
obqa,12-640,1321,obqa_13eec0cf24af05d2c662,1
obqa,12-641,1322,obqa_7fb1a12d8912a30f00c4,0
obqa,12-642,1323,obqa_f11817ea1f98c41a87e3,0
obqa,12-643,1324,obqa_ed09115a4eeac5d1c7dc,2
obqa,12-646,1325,obqa_453aaf0290e02224b8b4,3
obqa,12-647,1326,obqa_b0ae2b32ba2cf1b31045,0
obqa,12-648,1327,obqa_21fc569ce5c8e1bdaab0,2
obqa,12-649,1328,obqa_336b3dd8b4836eef6f0d,3
obqa,12-65,1329,obqa_b9777440c7a7d57b3a26,0
obqa,12-651,1330,obqa_3760285332a766bda4af,3
obqa,12-653,1331,obqa_3cc4e95cdb622c40d5a0,4
obqa,12-654,1332,obqa_4ed53caafdd311ea8a7a,0
obqa,12-655,1333,obqa_1fa37394d6a37452e12a,2
obqa,12-656,1334,obqa_c41941376b7e67164f39,4
obqa,12-658,1335,obqa_1ea617e5050077089171,2
obqa,12-659,1336,obqa_b3fc4da0470dc71e4ae4,2
obqa,12-66,1337,obqa_fa69f8e383c953921c64,0
obqa,12-660,1338,obqa_fb3bb95fc4594d7628ac,4
obqa,12-663,1339,obqa_be2a0824cc6468bf6f9a,3
obqa,12-664,1340,obqa_b17a15506d5df6f452b6,4
obqa,12-665,1341,obqa_bd6495556ddd456def56,4
obqa,12-666,1342,obqa_360946c3c4d7e6236159,3
obqa,12-667,1343,obqa_6da812626c0527b35cee,3
obqa,12-668,1344,obqa_0f00c7dcf2e3db39bac5,4
obqa,12-67,1345,obqa_a45098ca078249a4f3cd,3
obqa,12-671,1346,obqa_0401ddb4d99d7485d76e,1
obqa,12-672,1347,obqa_871b8f1684ced89b6005,0
obqa,12-673,1348,obqa_b117590c81e6316171e1,4
obqa,12-675,1349,obqa_b8887bd146a5e445a8b5,4
obqa,12-677,1350,obqa_a147ea05790a725c3e92,3
obqa,12-678,1351,obqa_5f798b72d47c20b65787,0
obqa,12-681,1352,obqa_1231f8e6e4f258ab8bd4,0
obqa,12-683,1353,obqa_8159d727a9542e401bf4,2
obqa,12-684,1354,obqa_fb44003ce2bb3b1c24ce,1
obqa,12-686,1355,obqa_e6781b1e2ddad007910a,3
obqa,12-687,1356,obqa_f4d9fc189ce80b8bfd33,3
obqa,12-688,1357,obqa_ab0dc37fcff78eb230d7,1
obqa,12-690,1358,obqa_7c3aa9f20bc6353223df,3
obqa,12-691,1359,obqa_29d4286226cdf2db0627,0
obqa,12-692,1360,obqa_8ac013d146d44e4946f2,3
obqa,12-696,1361,obqa_9948623dd7cff98623e5,2
obqa,12-697,1362,obqa_a17ffe53aa5d807f4b62,1
obqa,12-698,1363,obqa_20271e6995126c5590a9,2
obqa,12-7,1364,obqa_d7c2010b8e4200e17808,2
obqa,12-701,1365,obqa_61539941f70e2b47125d,2
obqa,12-703,1366,obqa_e943f63def5887bf9f50,3
obqa,12-705,1367,obqa_beddd7e568a9577df46b,4
obqa,12-71,1368,obqa_0f85dc390755b6b31661,2
obqa,12-711,1369,obqa_8986efb3bbee2a1e76ed,3
obqa,12-712,1370,obqa_2f93fb7b65bb49518a11,1
obqa,12-714,1371,obqa_29e30f655821745af6f2,2
obqa,12-717,1372,obqa_720e20cf6c8c512c31e0,0
obqa,12-719,1373,obqa_f573414900c9e7d2e375,4
obqa,12-724,1374,obqa_ce1582cb9a63d20b2e72,1
obqa,12-729,1375,obqa_dc181c4a36812ab19ee2,3
obqa,12-73,1376,obqa_a31d5cf449346a689606,3
obqa,12-731,1377,obqa_fc279090d9da9c5a9425,0
obqa,12-732,1378,obqa_8ed5d248b1eec4065022,4
obqa,12-733,1379,obqa_1fde1e1905d0aa165096,4
obqa,12-734,1380,obqa_b4b2ab11b63e0dc01f9b,4
obqa,12-735,1381,obqa_f3e8b38ab131f9cee539,2
obqa,12-741,1382,obqa_ff136de809c788e21168,1
obqa,12-742,1383,obqa_206f5ba701f497223a32,0
obqa,12-744,1384,obqa_20b4710fa5c56364022f,3
obqa,12-746,1385,obqa_e6f4c22b80d0eba87bfb,4
obqa,12-747,1386,obqa_cd416b281565df8b86f6,2
obqa,12-748,1387,obqa_425a375edecff51faa06,0
obqa,12-75,1388,obqa_37d02d5ed3c63d016984,0
obqa,12-751,1389,obqa_ca963d94805f01c0c687,2
obqa,12-752,1390,obqa_2bf523c59119909ca21a,0
obqa,12-753,1391,obqa_cdf0809fad043bcc673f,3
obqa,12-756,1392,obqa_9bf6cb76d76fcfb62340,1
obqa,12-758,1393,obqa_d9b7ae8b5e0730ac97f0,4
obqa,12-762,1394,obqa_4babf9e9e0fc69fcaf2e,2
obqa,12-767,1395,obqa_8870f822ab016d42feae,2
obqa,12-769,1396,obqa_1f513925992d4425e83b,2
obqa,12-772,1397,obqa_fbc1f0e6a899304817fb,3
obqa,12-774,1398,obqa_d027e901c71c189e2e4e,2
obqa,12-775,1399,obqa_fa3161f8676c8e5f1926,3
obqa,12-776,1400,obqa_1ced70404447cb2525bd,4
obqa,12-778,1401,obqa_88f86bf615a80a90e20a,4
obqa,12-779,1402,obqa_4b165d3079f1cd86cd43,0
obqa,12-780,1403,obqa_9343832eee70b0fa6898,4
obqa,12-784,1404,obqa_99b05917842a9ada2390,0
obqa,12-786,1405,obqa_e4390d188e6025198998,2
obqa,12-790,1406,obqa_c121d17ae78ef0c83b96,2
obqa,12-795,1407,obqa_f9266aaf96b5ff089935,1
obqa,12-796,1408,obqa_a7ed2dad22212d2a107e,1
obqa,12-797,1409,obqa_33adab6120d4e49ff4c7,2
obqa,12-798,1410,obqa_137c8a26ec39fc82c6d6,0
obqa,12-799,1411,obqa_084c3458779020e5f5e3,1
obqa,12-8,1412,obqa_189c3ddb17f20862fdb4,0
obqa,12-80,1413,obqa_3a9ef352fe23c01b6ded,0
obqa,12-800,1414,obqa_d836fd1a34d90768d872,1
obqa,12-803,1415,obqa_4617f78fe5b398521aab,2
obqa,12-804,1416,obqa_47153751e9624982ef79,4
obqa,12-807,1417,obqa_35165edc88726a4f76d2,3
obqa,12-808,1418,obqa_e398cbc913b70c467694,2
obqa,12-812,1419,obqa_c3d28b18821313d0307a,1
obqa,12-813,1420,obqa_5feaabfe9dd17ad7e895,3
obqa,12-814,1421,obqa_b33e44543c19028710f4,3
obqa,12-819,1422,obqa_c986064e1c9c5391a8a0,4
obqa,12-820,1423,obqa_c30c498ec6dc63261a21,4
obqa,12-821,1424,obqa_bcfb9f816e83feb4f5c4,2
obqa,12-822,1425,obqa_c633a9a0da8a6a24dd4f,4
obqa,12-823,1426,obqa_299d23f9af3a5001ae7e,0
obqa,12-825,1427,obqa_fb507bb2fd06e152ef68,3
obqa,12-833,1428,obqa_120599afc1296c309c68,3
obqa,12-836,1429,obqa_05b7de16a456889106de,3
obqa,12-837,1430,obqa_b277cfbca3c496873ece,4
obqa,12-839,1431,obqa_2dcc5d0a8efb49b4602f,4
obqa,12-841,1432,obqa_ea403ea24b3cdf070e8e,4
obqa,12-842,1433,obqa_1d9bcb5e6b4cbf993d38,1
obqa,12-847,1434,obqa_05e732c04572810da631,0
obqa,12-853,1435,obqa_07bae45f291f92af90c3,3
obqa,12-856,1436,obqa_4c0a0e8e262ba20a6630,2
obqa,12-861,1437,obqa_c640e0972351355ecc3f,4
obqa,12-863,1438,obqa_ade245b3a59a3c9c7e3f,0
obqa,12-864,1439,obqa_3284c73d3c7d071f3d89,3
obqa,12-865,1440,obqa_6fb3476e5de5c88dd2d5,1
obqa,12-866,1441,obqa_12fab593399b7af27d5e,3
obqa,12-869,1442,obqa_d203f35734728124c874,4
obqa,12-87,1443,obqa_f6cd4e5029b54ac63498,0
obqa,12-870,1444,obqa_5cd5942459e588de48a9,3
obqa,12-872,1445,obqa_fe6454a8b0594b70ce39,3
obqa,12-873,1446,obqa_4159004b7c4d7c1dc648,0
obqa,12-874,1447,obqa_10059c0543ec955ce87e,4
obqa,12-875,1448,obqa_614486cc4b2bc83c59e2,3
obqa,12-876,1449,obqa_72829b9ea8a597721b00,1
obqa,12-878,1450,obqa_9e8595eac1a53ad06068,2
obqa,12-881,1451,obqa_d74868859e59153524d1,0
obqa,12-883,1452,obqa_20df1a4b7ec8f9057d0c,0
obqa,12-884,1453,obqa_c52d981be9ebc3846a59,3
obqa,12-886,1454,obqa_2bc43d43ae088ff68ef1,1
obqa,12-887,1455,obqa_8555550a72f697538dc8,3
obqa,12-888,1456,obqa_eda053f455484010f4fe,3
obqa,12-889,1457,obqa_ec8314ddf1c8ce2abb5c,2
obqa,12-89,1458,obqa_d566371126f5603950f0,4
obqa,12-890,1459,obqa_74190cae186bad384a1c,0
obqa,12-891,1460,obqa_dfd7081fcd709900a877,1
obqa,12-892,1461,obqa_9fd41e8954f9ea039e67,0
obqa,12-893,1462,obqa_a273d91e3c903bd46be0,1
obqa,12-896,1463,obqa_4dbdc931fa2b9d8d96a1,2
obqa,12-897,1464,obqa_9ddfd6de2303855ef547,2
obqa,12-898,1465,obqa_ae33e68288116ecabf18,0
obqa,12-899,1466,obqa_a5a5b3a832f1186f4d2a,1
obqa,12-9,1467,obqa_b6b979318bee179468f5,2
obqa,12-90,1468,obqa_04fc80ec7e91101697cd,0
obqa,12-903,1469,obqa_4d4c7fef3404eb308bed,2
obqa,12-904,1470,obqa_92f7a8738283eaeddb0c,3
obqa,12-906,1471,obqa_8d65ba3589cee292968b,4
obqa,12-91,1472,obqa_306672c211bb59d61f54,3
obqa,12-910,1473,obqa_a0bcc64c431cc5527973,1
obqa,12-913,1474,obqa_76d69ee5de6f0779af01,1
obqa,12-915,1475,obqa_be7a2b9066ca3d142855,1
obqa,12-916,1476,obqa_50dfa0d0434e09c47fcc,4
obqa,12-917,1477,obqa_a914612b11ae0cb5f4c1,1
obqa,12-918,1478,obqa_d8f55b853d4c52f6fa2a,4
obqa,12-919,1479,obqa_73b347b516cfdedca46f,2
obqa,12-925,1480,obqa_a24414f6cef3294f17b3,0
obqa,12-929,1481,obqa_fc639b0bc1d07dad5cdd,1
obqa,12-93,1482,obqa_6b01f21ebb50301db314,1
obqa,12-930,1483,obqa_19c394c7d5e4b24055fc,4
obqa,12-932,1484,obqa_f90b603c09af8677a946,0
obqa,12-934,1485,obqa_4f56ff7e24bdfc7fb765,3
obqa,12-935,1486,obqa_b68920f02f4984ab709f,0
obqa,12-937,1487,obqa_af666e3a49764d52fdf0,4
obqa,12-94,1488,obqa_b01f14cf98d6f6dd882a,2
obqa,12-941,1489,obqa_7ca12b93c53662ed1a7c,3
obqa,12-942,1490,obqa_1b0a1214561f9304ddf1,2
obqa,12-945,1491,obqa_803c032b39183f04dc8c,3
obqa,12-947,1492,obqa_9571e0d5f586d4f08b26,0
obqa,12-948,1493,obqa_501bed23014dbcdb6c47,0
obqa,12-95,1494,obqa_fedd7a7ac3f396b20179,0
obqa,12-951,1495,obqa_bf2e00a55e4ad620e3b7,1
obqa,12-954,1496,obqa_18731f6d3cab7cc31e73,3
obqa,12-955,1497,obqa_b12a49ffef389aa37659,1
obqa,12-957,1498,obqa_169a45f89760d76b5942,3
obqa,12-959,1499,obqa_ddf93ad18e62c88f2eec,3
obqa,12-960,1500,obqa_03e24471a2962dac5511,1
obqa,12-962,1501,obqa_21a8820a5fb0bbe82c97,3
obqa,12-965,1502,obqa_9281a3dd1e76422d8845,2
obqa,12-966,1503,obqa_d41f8aa750030edf9891,3
obqa,12-967,1504,obqa_2f86ab3311d31cc8b012,3
obqa,12-969,1505,obqa_e16c3177b41c42a0f053,3
obqa,12-972,1506,obqa_108f96a9f58ba9f0c2b1,1
obqa,12-975,1507,obqa_ee5ec1744a6bfd9e8baa,1
obqa,12-978,1508,obqa_fb4ee3cfc290eb3639b0,0
obqa,12-98,1509,obqa_bebc3d58dbecd4d5f796,3
obqa,12-982,1510,obqa_78cd8fa02dd4ea49fa11,0
obqa,12-984,1511,obqa_cd8cb6f512ba2c368832,3
obqa,12-986,1512,obqa_00f83d400ffee5399a78,0
obqa,12-987,1513,obqa_d0dd1df57e78c0eead72,3
obqa,12-988,1514,obqa_39128afa0960d147e736,4
obqa,12-989,1515,obqa_2dea4b1a523456535b57,1
obqa,12-99,1516,obqa_5a352a082f67e61a3111,1
obqa,12-991,1517,obqa_2c7d207d38e3a58ab5e2,0
obqa,12-992,1518,obqa_bb5fcf89c682696944e6,4
obqa,12-993,1519,obqa_6fe2b91c552d588564c3,4
obqa,12-994,1520,obqa_81e3ef59db3e8d0f88c9,4
obqa,12-996,1521,obqa_704046cbb6b046def9f7,1
obqa,12-997,1522,obqa_aef13bf58ab5ca7824a2,0
obqa,12-999,1523,obqa_5cd2269b91664fdbb572,0
obqa,121,1524,obqa_55f96f67ff04b9c4bff9,4
obqa,1210,1525,obqa_6f70c6bd33b37f63211d,4
obqa,1217,1526,obqa_c2a8e23d96418e382303,4
obqa,1222,1527,obqa_c7688f37696fe56e1352,2
obqa,1228,1528,obqa_205cb14f08e424a3fc4e,3
obqa,1241,1529,obqa_d50295e67ccc6d17a91d,2
obqa,1248,1530,obqa_65aba1d991b759943686,3
obqa,1254,1531,obqa_19b360d5b18e1f2966fa,2
obqa,1261,1532,obqa_2bdceab178270d619020,0
obqa,1269,1533,obqa_98f744245e06f0ee6ba3,2
obqa,1276,1534,obqa_59fbb9bcdb5cb48e9abe,3
obqa,1284,1535,obqa_4d6aac4ce0f8ed790b83,2
obqa,1295,1536,obqa_4640f1527d1559616977,1
obqa,1299,1537,obqa_fe2fecf994ed9ea3a03f,3
obqa,13-1,1538,obqa_6ed69f8db0b22219fe94,2
obqa,13-10,1539,obqa_86f1a7f7ed36b9916148,3
obqa,13-1000,1540,obqa_66f6b5fcd36b627bb920,1
obqa,13-1002,1541,obqa_fe7a7acff17edee9b29d,2
obqa,13-1006,1542,obqa_adc1a38b64616edaf54d,0
obqa,13-101,1543,obqa_e73865d0b425dacfce81,1
obqa,13-1011,1544,obqa_65865f223bc4810267d8,1
obqa,13-1014,1545,obqa_1bfde88c56339e5df3a0,3
obqa,13-1016,1546,obqa_2a1483a887026f356329,4
obqa,13-1022,1547,obqa_f7fc4e0dfeb3628a9798,3
obqa,13-1024,1548,obqa_739e71935356b77bfaa1,3
obqa,13-1025,1549,obqa_2512406fe4b00de41105,3
obqa,13-1026,1550,obqa_349ac261cb41f891e862,0
obqa,13-1027,1551,obqa_65ed0300321a1c657f87,1
obqa,13-1028,1552,obqa_9c54a098bd890fc25f1b,4
obqa,13-1031,1553,obqa_24d47236e01b418acf7f,4
obqa,13-1033,1554,obqa_18249a896e57ea23462c,4
obqa,13-1034,1555,obqa_b8dc488fd5f15064ca33,1
obqa,13-1035,1556,obqa_db4b94eda6679df6a08b,2
obqa,13-1036,1557,obqa_2468a17d0b5cac5c990d,2
obqa,13-1037,1558,obqa_a67d84e601132e689b9d,4
obqa,13-1039,1559,obqa_859c71777aef1f22add6,4
obqa,13-1043,1560,obqa_6e033209398a75b3b01f,2
obqa,13-1044,1561,obqa_5f24eca88e236fe9b05c,3
obqa,13-1048,1562,obqa_9afa2a3851a4b9cfc109,4
obqa,13-105,1563,obqa_cd205ce427aebbf0ebcb,0
obqa,13-1050,1564,obqa_75eb789c09bcf93943e3,1
obqa,13-1055,1565,obqa_072a72dcbbf9d91e4bbc,0
obqa,13-1057,1566,obqa_39f8f1869e5244ea4f2f,2
obqa,13-1058,1567,obqa_c9a6dac421226545b78d,3
obqa,13-106,1568,obqa_beee0a58446904e095a2,4
obqa,13-1060,1569,obqa_26286c15edcce8e83774,2
obqa,13-1061,1570,obqa_708a0edff2c642c2823d,0
obqa,13-108,1571,obqa_d3c9bbc7e408fb5335c9,0
obqa,13-109,1572,obqa_760651d97d59eeacc360,4
obqa,13-11,1573,obqa_b851d9ab0068a045fa40,0
obqa,13-114,1574,obqa_5217eb947b9b0dfd6875,3
obqa,13-117,1575,obqa_2c06ead9746d384b71e6,1
obqa,13-118,1576,obqa_f4928bad7e91a5cdc7d1,3
obqa,13-12,1577,obqa_2f9b8222f19d49084645,4
obqa,13-120,1578,obqa_59afeb59a617362ab056,4
obqa,13-121,1579,obqa_c7fe9cadb6aa9aeaf42e,3
obqa,13-123,1580,obqa_a0da93c28c39b510449d,1
obqa,13-124,1581,obqa_a22caefecdb1b9c83368,3
obqa,13-126,1582,obqa_3e61eecff21a633b28ec,1
obqa,13-127,1583,obqa_6384a4cc66d2cd6c83dd,2
obqa,13-130,1584,obqa_23c01cfc8a15bae75bf7,2
obqa,13-131,1585,obqa_c87b0f6e3ef21bbb874b,4
obqa,13-132,1586,obqa_f62c16d730214176b4bd,4
obqa,13-134,1587,obqa_5b9d1fc31426f64ef325,3
obqa,13-136,1588,obqa_70f4ec75e7202e83ac32,3
obqa,13-137,1589,obqa_2617fd6de180e8aed326,0
obqa,13-139,1590,obqa_2f82d33a981aea5e563e,3
obqa,13-142,1591,obqa_b62dd68d3b35f4d948a1,2
obqa,13-143,1592,obqa_87abd17c0599f7df0642,3
obqa,13-145,1593,obqa_1ee702bf80e50437be70,4
obqa,13-146,1594,obqa_349df4605682ec9a2644,4
obqa,13-15,1595,obqa_7387490af4ce60d6a2b8,1
obqa,13-151,1596,obqa_1c9e8c7d243dbda3eee3,2
obqa,13-154,1597,obqa_33fde0e1497aab6f226e,1
obqa,13-156,1598,obqa_85d620ba281efaec5493,0
obqa,13-163,1599,obqa_09aa20bfc88ca233e8a7,4
obqa,13-164,1600,obqa_bdcc29584295f975452a,4
obqa,13-166,1601,obqa_19004bfacd10fa79ff90,1
obqa,13-167,1602,obqa_1cbc385e9e8be4b8d531,2
obqa,13-17,1603,obqa_e2e4a1f8f12f29421e12,2
obqa,13-170,1604,obqa_9579d85c43c58dc768ec,2
obqa,13-173,1605,obqa_2eb27d453edd13d25031,1
obqa,13-176,1606,obqa_14d080981ecec7f7cf14,2
obqa,13-177,1607,obqa_c80508a62a41198d3beb,3
obqa,13-182,1608,obqa_5baac622e37b46bd2e0d,4
obqa,13-184,1609,obqa_273005c8f2972f64e32f,1
obqa,13-186,1610,obqa_edfd0519f59a2b3268ab,1
obqa,13-19,1611,obqa_35b5911cd3ee29f1ca06,2
obqa,13-192,1612,obqa_6633aa47472d476a856a,2
obqa,13-193,1613,obqa_f231344c7b46ba6f35e2,4
obqa,13-195,1614,obqa_2cba5e4a3e4c4c3b1b58,2
obqa,13-196,1615,obqa_26eb3ca69118637b49ff,4
obqa,13-198,1616,obqa_fd54f71c41f33fb2e118,2
obqa,13-2,1617,obqa_78558f8d79ae002b475d,2
obqa,13-200,1618,obqa_332565ca5e7d0f3bd0ad,0
obqa,13-201,1619,obqa_408e2d96f0d9f2fc0691,0
obqa,13-203,1620,obqa_b98938c97c077f5bc7e2,2
obqa,13-204,1621,obqa_3e10c8f87d828311070b,3
obqa,13-206,1622,obqa_c9fae61624ba7d2882d8,1
obqa,13-207,1623,obqa_c8a14e8042240551c7d7,1
obqa,13-211,1624,obqa_b5c2d47d44b9e8194459,2
obqa,13-215,1625,obqa_3545f8fcafff8274a266,0
obqa,13-217,1626,obqa_63a8179e8281ae8da97f,1
obqa,13-218,1627,obqa_5798a5d1d0fe16c15143,4
obqa,13-219,1628,obqa_7f766056cc9fa64ffce0,4
obqa,13-221,1629,obqa_d765fd355e089a3dc7c2,3
obqa,13-222,1630,obqa_74a84a7e5fe5fe1bd7ef,0
obqa,13-228,1631,obqa_9c0952bc01110e429473,2
obqa,13-229,1632,obqa_e8fe2b8ba81e33ae436c,4
obqa,13-23,1633,obqa_a1d35141f1ab29e59d38,4
obqa,13-231,1634,obqa_330a59ced1752232cd6e,2
obqa,13-232,1635,obqa_bc8bb3e18734ba1794a3,4
obqa,13-233,1636,obqa_de893dc7506f7e4a2193,1
obqa,13-235,1637,obqa_bbadc468bd2481924163,2
obqa,13-239,1638,obqa_3c648356a6287f68170e,2
obqa,13-241,1639,obqa_0a6d3556278fc6759f22,0
obqa,13-243,1640,obqa_63faf0fc32656e20e493,2
obqa,13-244,1641,obqa_f0718cec33206be9aef7,1
obqa,13-247,1642,obqa_9b595a58514868e84748,3
obqa,13-249,1643,obqa_9257f3be8ca6256a0c8e,3
obqa,13-25,1644,obqa_36c5f61bede4f0f953cb,2
obqa,13-250,1645,obqa_c0602db235955925e933,1
obqa,13-251,1646,obqa_4713b1c25fe68c341e7e,3
obqa,13-253,1647,obqa_4bb38777f0b83222e380,0
obqa,13-255,1648,obqa_9a377018c204e1eb8d6d,3
obqa,13-26,1649,obqa_fa87e08c81dbafbe5d11,3
obqa,13-260,1650,obqa_d9082cec3bc7ce5a412a,2
obqa,13-261,1651,obqa_b5647c8d5d3ee6783ed1,3
obqa,13-262,1652,obqa_6149d6d4e901410fa69a,1
obqa,13-265,1653,obqa_f6d8d30eb62de0bcea97,0
obqa,13-268,1654,obqa_7b158729656c86a34834,3
obqa,13-27,1655,obqa_2723699cf2344009916b,0
obqa,13-275,1656,obqa_ef460828e9c6652482b4,4
obqa,13-28,1657,obqa_c5f4fcd91b0d415bc489,4
obqa,13-281,1658,obqa_0dd13073279339e109d1,0
obqa,13-283,1659,obqa_2a0c6da689806b3db505,1
obqa,13-284,1660,obqa_cfafb4ff840aa27cf971,3
obqa,13-294,1661,obqa_b5632fa2ee24d012a46b,4
obqa,13-295,1662,obqa_e5aefe7892c85ba900f0,2
obqa,13-296,1663,obqa_5478ed45eadb998326a1,2
obqa,13-297,1664,obqa_a17e1f37192f93174571,0
obqa,13-299,1665,obqa_272151db71fe7b62158e,1
obqa,13-3,1666,obqa_42cdc1839bb11576b7f0,3
obqa,13-30,1667,obqa_0a4e3a67ce6625d1558c,2
obqa,13-302,1668,obqa_6855ef1eb55120156a8d,3
obqa,13-303,1669,obqa_4958e317c77b1c865928,2
obqa,13-304,1670,obqa_dc3b55fb6a725348bf32,4
obqa,13-305,1671,obqa_63aca465b54e98d73d4a,2
obqa,13-307,1672,obqa_804f0f6f30996fcca9cc,3
obqa,13-308,1673,obqa_f21de981f41b9cff96e1,3
obqa,13-31,1674,obqa_827a5f5fbe648603c7d7,2
